eng,ssw,source
Adjustments Appropriation Bill [B 10 - 2020] (National Assembly –sec 77).,Umtsetfosivivinyo Wekulungiswa Tekwabiwa kweTimali taHulumende [B 10 – 2020] (Libandla laVelonkhe – sigaba se-77).,July
BILLS REFERRED TO JOINT TAGGING MECHANISM (JTM),IMITSETFOSIVIVINYO LENDLULISELWE KUMAKOMIDI LAYIHLELAKO (I-JTM),July
Upgrading of Land Tenure Rights Amendment Bill [B 6 - 2020] (National Assembly – proposed sec 76).,Umtsetfosivivinyo weKulungisa Emalungelo eBuniyo beMhlaba [B 6 - 2020] (Libandla laVelonkhe – sigaba se-76 lesiphakanyisiwe).,July
BILLS REFERRED TO COMMITTEES,IMITSETFOSIVIVINYO LENDLULISELWE KUMAKOMIDI,July
"Protection of State Information Bill [B 6H – 2010] (National Assembly – sec 75) and the President’s reservations on the constitutionality of the Bill as submitted to him (Announcements, Tablings and Committee Reports, 12 June 2020, p 7) – (Portfolio Committee on Justice and Correctional Services – National Assembly).","Umtsetfosivivinyo weteKuvikelwa kweLwatiso lweMbuso [B 6H – 2010] (Libandla laVelonkhe – sigaba se-75) nemiva yaMengameli mayelana  nekuhambisana nemtsetfosisekelo kwaloMtsetfosivivinyo njengobe wetfuliwe kuye (Timemetelo, Tetfulo neMibiko yeLikomidi, mhla ti-12 Inhlaba 2020, likh. le-7) – (Likomidi leLibandla laVelonkhe leTebulungiswa Nekucondziswa Kwesimilo – Libandla laVelonkhe).",July
"Liquor Products Amendment Bill [B 10B – 2016] (National Assembly – sec 75) and the President’s reservations on the constitutionality of the Bill as submitted to him (Announcements, Tablings and Committee Reports, 12 June 2020, p 2) – (Portfolio Committee on Agriculture, Land Reform and Rural Development – National Assembly).","Umtsetfosivivinyo weTekuchibela Temikhicito yeTjwala [B 10H – 2016] (Libandla laVelonkhe – sigaba se-75) nemiva yaMengameli mayelana  nekuhambisana nemtsetfosisekelo kwaloMtsetfosivivinyo njengobe wetfuliwe kuye (Timemetelo, Tetfulo neMibiko yeLikomidi, mhla ti-12 Inhlaba 2020, likh. 2) – (Likomidi leLibandla laVelonkhe Letekulima Netekutfutfukiswa Kwentindzawo Tasemaphandleni Netingucuko Kutemhlaba – Libandla laVelonkhe).",July
"Performers’ Protection Amendment Bill [B 24B - 2016] (National Assembly – sec 75) and the President’s reservations on the constitutionality of the Bill as submitted to him (Announcements, Tablings and Committee Reports, 22 June 2020, p 2) – (Portfolio Committee on Trade and Industry – National Assembly).","Umtsetfosivivinyo weKuvikela Emaciko [B 24B - 2016] (Libandla laVelonkhe – sigaba se-75) nemiva yaMengameli mayelana  nekuhambisana nemtsetfosisekelo kwaloMtsetfosivivinyo njengobe wetfuliwe kuye (Timemetelo, Tetfulo neMibiko yeLikomidi, mhla ti-22 Inhlaba 2020, likh. le-2) – (Likomidi leLibandla laVelonkhe Letekuhwebelana Netetimboni– Libandla laVelonkhe).",July
Traditional Courts Bill [B 1B – 2017] (National Assembly – sec 76) – (Select Committee on Security and Justice – National Council of Provinces).,Umtsetfosivivinyo weteTinkantolo teSintfu [B 1B – 2017] (Libandla laVelonkhe – sigaba se-76) – (Likomidi leMkhandlu waVelonkhe weTifundza leTekuphepha neTebulungiswa – Umkhandlu waVelonkhe weTifundza).,July
Cybercrimes Bill [B 6B – 2017] (National Assembly – sec 75) (introduced as Cybercrimes and Cybersecurity Bill [B 6 – 2017]) – (Portfolio Committee on Justice and Correctional Services – National Assembly).,"Umtsetfosivivinyo wetete Umtsetfosivivinyo weKuchibela teMalungelokucamba [B 13B - 2017] (Libandla laVelonkhe – sigaba se-75) nemiva yaMengameli mayelana  nekuhambisana nemtsetfosisekelo kwaloMtsetfosivivinyo njengobe wetfuliwe kuye (Timemetelo, Tetfulo neMibiko yeLikomidi, mhla ti-22 Inhlaba 2020, likh. 2) – (Likomidi leLibandla laVelonkhe Letekuhwebelana Netetimboni– Libandla laVelonkhe).",July
"Copyright Amendment Bill [B 13B - 2017] (National Assembly – sec 75) and the President’s reservations on the constitutionality of the Bill as submitted to him (Announcements, Tablings and Committee Reports, 22 June 2020, p 2) – (Portfolio Committee Trade and Industry – National Assembly).",Umtsetfosivivinyo weSikimu seTinzuzo teteTingoti teMgwaco [B 17B – 2017 (Libandla laVelonkhe – sigaba-75) – (Likomidi leLibandla laVelonkhe leTetitfutsi – Libandla laVelonkhe).,July
Road Accident Benefit Scheme Bill [B 17B – 2017] (National Assembly – sec 75) – (Portfolio Committee on Transport – National Assembly).,Umtsetfosivivinyo weTebugebengu beMave Emhlaba [B 37 - 2017] (Libandla laVelonkhe – sigaba se-75) – (Likomidi leLibandla laVelonkhe  Letebulungiswa Nekucondziswa Kwesimilo – Libandla laVelonkhe).,July
International Crimes Bill [B 37 – 2017] (National Assembly – sec 75) – (Portfolio Committee on Justice and Correctional Services – National Assembly).,"Umtsetfosivivinyo weKuchibela teTinkampani teTikhumulo teTindzizamshini [B 5B – 2018] (Libandla laVelonkhe – sigaba se-75) – (Libandla leMkhandlu waVelonkhe weTifundza leteTitfutsi, teMisebenti Yahulumende Nekuphatsa, Temisebenti Yesive Nesakhiwonchanti – Umkhandlu waVelonkhe weTifundza).",July
"Airports Company Amendment Bill [B 5B – 2018] (National Assembly – sec 75) – (Select Committee on Transport, Public Service and Administration, Public Works and Infrastructure – National Council of Provinces).","Umtsetfosivivinyo weKuchibela teKuhamba kweTindzizamshini neTinsita teKutikhomba Indlela [B 6B – 2018] (Libandla laVelonkhe – sigaba se-75) – (Libandla leMkhandlu waVelonkhe weTifundza Letetitfutsi, Temisebenti Yahulumende Nekuphatsa, Temisebenti Yesive Nesakhiwonchanti – Umkhandlu waVelonkhe weTifundza).",July
"Air Traffic and Navigation Services Company Amendment Bill [B 6B – 2018] (National Assembly – sec 75) – (Select Committee on Transport, Public Service and Administration, Public Works and Infrastructure – National Council of Provinces).",Umtsetfosivivinyo weKuchibela teLusito lweTenhlalakahle [B 8B – 2018] (Libandla laVelonkhe – sigaba se-75) – (Likomidi leMkhandlu waVelonkhe weTifundza leTemphilo Netemisebenti Yetenhlalakahle – Umkhandlu waVelonkhe weTifundza).,July
Social Assistance Amendment Bill [B 8B - 2018] (National Assembly – sec 76) – (Select Committee on Health and Social Services – National Council of Provinces).,Umtsetfosivivinyo weTekuvikela Tebugebengu beNtondvo neNkhulumo leneNtondvo [B 9 - 2018] (Libandla laVelonkhe – sigaba se-75) – (Likomidi leLibandla laVelonkhe  leTebulungiswa neKucondziswa kweSimilo – Libandla laVelonkhe).,July
Prevention of Hate Crimes and Hate Speech Bill [B 9 – 2018] (National Assembly – sec 75) – (Portfolio Committee on Justice and Correctional Services – National Assembly).,Umtsetfosivivinyo weKuchibela Sibopho seMbuso seteMtsetfo [B 16 - 2018] (Libandla laVelonkhe – sigaba se-75) – (Likomidi leLibandla laVelonkhe  leTebulungiswa Nekucondziswa Kwesimilo – Libandla laVelonkhe).,July
State Liability Amendment Bill [B 16 – 2018] (National Assembly – sec 75) – (Portfolio Committee on Justice and Correctional Services – National Assembly).,"Hulumende waseKhaya: Umtsetfosivivinyo weKuchibela Tinhlaka taBomasipala [B 19B – 2018] (Libandla laVelonkhe – sigaba se-76) – (Tebudlelwano Nekubambisana Kwemave Emhlaba, Temanti Nekuhlanta kanye Netekuhlaliswa Kwebantfu – Umkhandlu waVelonkhe weTifundza).",July
"Local Government: Municipal Structures Amendment Bill [B 19B – 2018] (National Assembly – sec 76) – (Select Committee on Cooperative Governance and Traditional Affairs, Water and Sanitation and Human Settlements – National Council of Provinces).",Umtsetfosivivinyo weteLibhangesilulu laseNingizimu Afrika [B 26 – 2018 (Libandla laVelonkhe – sigaba-75) – (Likomidi leLimile letaVelonkhe leteTimali – Libandla laVelonkhe).,July
South African Reserve Bank Bill [B 26 – 2018] (National Assembly – sec 75) – (Standing Committee on Finance – National Assembly).,"Umtsetfosivivinyo waVelonkhe weKuchibela teKugembula [B 27B – 2018] (Libandla laVelonkhe – sigaba se-76) – (Likomidi leteKuhwebelana Netimboni, Kutfutfukiswa kweTemnotfo, Kutfutfukiswa kwemabhizinisi Lamancane, tekuvakasha, Tisebenti neKucashwa – Umkhandlu waVelonkhe weTifundza).",July
"National Gambling Amendment Bill [B 27B – 2018] (National Assembly – sec 76) – (Select Committee on Trade and Industry, Economic Development, Small Business Development, Tourism, Labour and Employment – National Council of Provinces).",Umtsetfosivivinyo weMshwalensi weTemphilo waVelonkhe [B 29 – 2018 (Likomidi leLibandla laVelonkhe – sigaba-76) – (Likomidi laVelonkhe Letemphilo – Libandla laVelonkhe).,July
National Health Amendment Bill [B 29 – 2018] (National Assembly – sec 76) – (Portfolio Committee on Health – National Assembly).,Umtsetfosivivinyo weKuchibela teKulawulwa kweTimali taHulumende [B 41  2018]  (Libandla laVelonkhe – sigaba-76) – (Likomidi leLimile letaVelonkhe leteTimali – Libandla laVelonkhe).,July
Public Finance Management Amendment Bill [B 41  2018] (National Assembly – sec 76) – (Standing Committee on Finance – National Assembly).,Umtsetfosivivinyo weKuchibela teTindizamshini [B 44 – 2018 (Libandla laVelonkhe – sigaba-75) – (Likomidi leLibandla laVelonkhe leTetitfutsi – Libandla laVelonkhe).,July
Civil Aviation Amendment Bill [B 44 – 2018] (National Assembly – sec 75) – (Portfolio Committee on Transport – National Assembly).,Hulumende waseKhaya: Umtsetfosivivinyo weKuchibela Tinchubo taBomasipala [B 2 - 2019] (Libandla laVelonkhe – sigaba se-76) – (Likomidi leteKubusa Ngekubambisana Netendzabuko – Libandla laVelonkhe).,July
Local Government: Municipal Systems Amendment Bill [B 2 – 2019] (National Assembly – sec 76) – (Portfolio Committee Cooperative Government and Traditional Affairs – National Assembly).,Umtsetfosivivinyo Wemshwalensi Wetemphilo Wavelonkhe [B 11 – 2019 (Libandla laVelonkhe – sigaba-76) – (Likomidi Lelimile Letekwabiwa Kwetimali – Libandla laVelonkhe).,July
National Health Insurance Bill [B 11 - 2019] (National Assembly – sec 76) – (Portfolio Committee on Health – National Assembly).,Umtsetfosivivinyo weteKwemukeleka kweMishado yeSintfu [B 12 - 2019] (Libandla laVelonkhe – sigaba se-75)–(Likomidi laVelonkhe leMkhandlu weTifundza leTekuvikeleka Netebulungiswa – Umkhandlu waVelonkhe weTifundza),July
Recognition of Customary Marriages Amendment Bill [B 12 - 2019] (National Assembly – sec 76) – (Select Committee on Security and Justice – National Council of Provinces).,Umtsetfosivivinyo weKuchibela teMajaji [B 13B – 2019] (Libandla laVelonkhe – sigaba se-75) – (Likomidi leMkhandlu waVelonkhe weTifundza leTekuvikeleka neTebulungiswa – Umkhandlu waVelonkhe weTifundza).,July
Judicial Matters Amendment Bill [B 13B - 2019] (National Assembly – sec 75) – (Select Committee on Security and Justice - National Council of Provinces).,Umtsetfosivivinyo weteSisebenti Lesitimele Lesilawula Gezi [B 14 - 2019] (Libandla laVelonkhe – sigaba se-76) – (Likomidi leLibandla laVelonkhe  leTimbiwa Nemandla – Libandla laVelonkhe).,July
Independent Electricity Management Operator Bill [B 14 - 2019] (National Assembly – sec 76) – (Portfolio Committee on Mineral Resources and Energy – National Assembly).,Umtsetfosivivinyo weKuchibela teKuphelelwa Sikhatsi kweMacala Langesiwo weBugebengu neTindzaba teteBugebengu (Emacala eteMacansi)  [B 22B – 2019] (Libandla laVelonkhe – sigaba se-75) – (Likomidi leMkhandlu waVelonkhe weTifundza leTekuvikeleka neTebulungiswa – Umkhandlu waVelonkhe weTifundza).,July
Prescription in Civil and Criminal Matters (Sexual Offences) Amendment Bill [B 22B - 2019] (National Assembly – sec 75) – (Select Committee on Security and Justice – National Council of Provinces).,Umtsetfosivivinyo weteKulawulwa kweTemnotfo weteTitfutsi [B 1 – 2020 (Libandla laVelonkhe – sigaba-76) – (Likomidi leLibandla laVelonkhe leteTitfutsi – Libandla laVelonkhe).,July
Economic Regulation of Transport Bill [B 1 - 2020] (National Assembly– sec 76) – (Portfolio Committee on Transport – National Assembly).,Umtsetfosivivinyo weKuchibela teBungcweti beteKucwaningwa kweMabhuku [B 2  2020]  (Libandla laVelonkhe – sigaba-75) – (Likomidi leLimile laVelonkhe leteTimali – Libandla laVelonkhe).,July
Auditing Profession Amendment Bill [B 2 - 2020] (National Assembly – sec 75) – (Standing Committee on Finance – National Assembly).,Umtsetfosivivinyo weKusebentisa Timali taHulumende ngalokuneSibopho [B 5 - 2020]  (Libandla laVelonkhe – sigaba-76) – (Likomidi leLimile letaVelonkhe leteTimali – Libandla laVelonkhe).,July
Fiscal Responsibility Bill [B 5 - 2020] (National Assembly – sec 76) – (Standing Committee on Finance – National Assembly).,"Umtsetfosivivinyo weKulungisa Lilungelo Lekuba neBuniyo beMhlaba [B 6 - 2020] (Libandla laVelonkhe – sigaba se-76 lesiphakanyisiwe) – (Likomidi leLibandla laVelonkhe leTekulima, Kuhlelwa Kabusha Kwemhlaba Nekutfutfukiswa Kwetindzawo Tasemaphandleni – Libandla laVelonkhe).",July
"Upgrading of Land Tenure Rights Amendment Bill [B 6 - 2020] (National Assembly – proposed sec 76) – (Portfolio Committee on Agriculture, Land Reform and Rural Development – National Assembly).",Umtsetfosivivinyo weKuchibela teThrafikhi yeteMigwaco yaVelonkhe [B 7-2020] (Libandla laVelonkhe – sigaba-76) – (Likomidi leLibandla laVelonkhe leteTitfutsi – Libandla laVelonkhe).,July
National Road Traffic Amendment Bill [B 7 - 2020] (National Assembly – sec 76) – (Portfolio Committee on Transport – National Assembly).,Umtsetfosivivinyo weKuchibela teMkhandlu weTekutfutsa [B B8-2020] (Libandla laVelonkhe – sigaba-76) – (Likomidi leLibandla laVelonkhe leteTitfutsi – Libandla laVelonkhe).,July
Transport Appeal Tribunal Amendment Bill [B 8 - 2020] (National Assembly – sec 76) – (Portfolio Committee on Transport – National Assembly).,Umtsetfosivivinyo weKuchibela Kuhhamuleka kuteMtselo weteKulawula teTinhlekelele [B 11  2020]  (Libandla laVelonkhe – sigaba-76) – (Likomidi leLimile letaVelonkhe leTetimali – Libandla laVelonkhe).,July
Disaster Management Tax Relief Bill [B 11 - 2020] (National Assembly – sec 77) – (Standing Committee on Finance - National Assembly).,Umtsetfosivivinyo weKuchibela teKuhhamuleka kuteMtselo weteKulawula neKuphatfwa kweteTinhlekelele [B 12  2020]  (Libandla laVelonkhe – sigaba-76) – (Likomidi leLimile letaVelonkhe leTetimali – Libandla laVelonkhe).,July
Disaster Management Tax Relief Administration Bill [B 12 - 2020] (National Assembly – sec 75) – (Standing Committee on Finance - National Assembly).,Bugebengu lobentiwa ku-Intanethi [B 6B – 2017] (Libandla laVelonkhe – sigaba se-75) (ungeniswe njengeBugebengu lobentiwa ku-inthanethi kanye neTekuvikeleka kuBugebengu baku-inthanethi [B 6 – 2017]) – (Likomidi leLibandla laVelonkhe leTebulungiswa neKulungiswa kweSimilo – Libandla lavelonkhe).,July
BILLS RETURNED TO ASSEMBLY FOR CONSIDERATION OF PRESIDENT’S RESERVATIONS,IMITSETFOSIVIVINYO LEBUYISELWE KULIBANDLA LAVELONKHE KUTE KUCUTJUNGULWE IMIVA YAMENGAMELI,July
Protection of State Information Bill [B 6H – 2010] (National Assembly – sec 75).,Umtsetfosivivinyo weKuvikelwa Kwelwatiso lweMbuso [B 6H - 2010] (Libandla laVelonkhe – sigaba se-75).,July
Liquor Products Amendment Bill [B 10B – 2016] (National Assembly – sec 75).,Umtsetfosivivinyo weKuchibela teMikhicito yeTjwala [B 10B – 2016] (Libandla laVelonkhe – sigaba se-75).,July
Performers’ Protection Amendment Bill [B24B - 2016] (National Assembly – sec 75).,Umtsetfosivivinyo weKuchibela teKuvikeleka kweMaciko  [B 24B – 2016] (Libandla laVelonkhe – sigaba se-75).,July
Copyright Amendment Bill [B13B - 2017] (National Assembly – sec 75).,Umtsetfosivivinyo weKuchibela teMalungelokucamba  [B 13B – 2017] (Libandla laVelonkhe – sigaba se-75).,July
"BILLS, SUBJECT TO PROPOSED AMENDMENTS, PASSED BY NATIONAL COUNCIL OF PROVINCES AND RETURNED TO NATIONAL ASSEMBLY FOR CONCURRENCE",IMITSETFOSIVIVINYO LEPHASISWE LIBANDLA LAVELONKHE YABESE INDLULISELWA KUMKHANDLU WETIFUNDZA WAVELONKHE KUTE KUTSI KUVUNYELWANE NGAYO,July
Cybercrimes Bill [B 6B – 2017] (National Assembly – sec 75) (introduced as Cybercrimes and Cybersecurity Bill [B 6 – 2017]).,Umtsetfosivivinyo weTebugebengu Lobentiwa ku-Inthanethi [B 6B – 2017] (Libandla laVelonkhe – sigaba se-75) [B 6B – 2017] (Libandla laVelonkhe – sigaba se-75) (wetfulwe njengeMtsetfosivivinyo weBugebengu lobentiwa ku-Inthanethi kanye nekukuvikela Bugebengu lobentiwa ku-Inthanethi [B 6 – 2017]).,July
