eng,xho,source
Traditional Courts Bill [B 1B – 2017] (National Assembly – sec 76).,UMthetho oYilwayo weeNkundla zeMveli [B 1B – 2017] (iNdlu yoWiso-mthetho yeSizwe – icandelo lama-76).,June
Cybercrimes Bill [B 6B – 2017] (National Assembly – sec 75).,UMthetho oYilwayo woLwaphulo-mthetho nge-Intanethi [B 6B – 2017] (iNdlu yoWiso-mthetho yeSizwe – icandelo lama-75).,June
Airports Company Amendment Bill [B 5B – 2018] (National Assembly – sec 75).,UMthetho-sihlomelo oYilwayo weNkampani yeziKhululo zeeNqwelomoya [B 5B – 2018] (iNdlu yoWiso-mthetho yeSizwe – icandelo 75).,June
Air Traffic and Navigation Services Company Amendment Bill [B 6B – 2018] (National Assembly – sec 75).,UMthetho-sihlomelo oYilwayo weNkampani yeeNkonzo zoLawulo zokuHamba ngeNqwelo-moya [B 6B – 2018] (iNdlu yoWiso-mthetho yeSizwe – icandelo 75).,June
Social Assistance Amendment Bill [B 8B - 2018] (National Assembly – sec 76).,UMthetho-sihlomelo oYilwayo weziBonelelo zoLuntu [B 8B - 2018] (iNdlu yoWiso-mthetho yeSizwe – icandelo 76).,June
Civil Union Amendment Bill [B 11B – 2018] (National Assembly – sec 75).,UMthetho-siHlomelo oYilwayo weMitshato yaBantu beSini esiNye [B 11B – 2018] (iNdlu yoWiso-mthetho yeSizwe – icandelo lama-75).,June
Local Government: Municipal Structures Amendment Bill [B 19B – 2018] (National Assembly – sec 76).,UMthetho-siHlomelo oYilwayo weeNkqubo zoMasipala: kooMasipala bamaKhaya [B 19B – 2018] (iNdlu yoWiso-mthetho yeSizwe – icandelo lama-76).,June
National Gambling Amendment Bill [B 27B – 2018] (National Assembly – sec 76).,UMthetho-siHlomelo oYilwayo weMidlalo yoNgcakazo kaZwelonke [B 27B – 2018] (iNdlu yoWiso-mthetho yeSizwe – icandelo lama-76).,June
Science and Technology Laws Amendment Bill [B 42B  2018] (National Assembly – sec 75).,UMthetho-sihlomelo oYilwayo wemiThetho yezeNzululwazi nobuChwepheshe [B 42B  2018] (iNdlu yoWiso-mthetho – icandelo lama-75).,June
Recognition of Customary Marriages Amendment Bill [B 12 - 2019] (National Assembly – sec 76).,UMthetho-sihlomelo oYilwayo wokuHlonitshwa kweMitshato yesiNtu [B 12 - 2019] (iNdlu yoWiso-mthetho – icandelo 76).,June
Judicial Matters Amendment Bill [B 13B - 2019] (National Assembly – sec 75).,UMthetho-sihlomelo oYilwayo weMicimbi yezoBulungisa [B 13B - 2019] (iNdlu yoWiso-mthetho yeSizwe – icandelo 75).,June
Prescription in Civil and Criminal Matters (Sexual Offences) Amendment Bill [B 22B - 2019] (National Assembly – sec 75).,UMthetho-sihlomelo oYilwayo wokuSikelwa kweXesha imiBa yezoLuntu neyezoLwaphulo-mthetho (amaTyala ezeSondo) [B 22B - 2019] (iNdlu yoWiso-mthetho yeSizwe – icandelo  75).,June
INTERNATIONAL AGREEMENTS,IZIVUMELWANO ZEHLABATHI,June
"Agreement between the Government of the Republic of South Africa and the International Centre for Genetic Engineering and Biotechnology (ICGEB) on the Establishment of an International Centre for Genetic Engineering and Biotechnology (ICGEB) Component in the Republic of South Africa (Tabled on 18 September 2019) (NA: Referred to Portfolio Committee on Higher Education, Science and Technology on 19 September 2019 - reported on 5 December 2019 – approved on 10 March 2020) (NCOP: Referred to Select Committee on Education and Technology, Sports, Arts and Culture on 19 November 2019 – reported on 26 May 2020).","IsiVumelwano phakathi kukaRhulumente weRiphabhlikhi yoMzantsi Afrika kunye ne-International Centre for Genetic Engineering and Biotechnology (i-ICGEB) esimalunga nokuSekwa kweCandelo le-International Centre for Genetic Engineering and Biotechnology kwiRiphabhlikhi yoMzantsi Afrika (Sithiwe thaca ngowe-18 kweyoMsintsi 2019). (e-NA: Sithunyelwe kwiKomiti yeMicimbi yeSebe leMfundo ePhakamileyo, ezeNzululwazi noBuchwepheshe ngowe-19 kweyoMsintsi 2019 – kwenziwa ingxelo ngomhla we-5 kweyoMnga 2019) – saza savunywa ngomhla we-10 kweyoKwindla 2020 (e-NCOP: Sathunyelwa kwiKomiti eKhethekileyo yezeMfundo noBuchwepheshe, iMidlalo neNkcubeko ngomhla we-19 kweyeNkanga 2019).",June
"Ratification of the Agreement between the Government of the Republic of India, the Government of the Federative Republic of Brazil and the Government of the Republic of South Africa on the IBSA Fund for the Alleviation of Poverty and Hunger (signed 17 October 2017) (Tabled on 18 October 2019) (NA: Referred to Portfolio Committee on International Relations and Cooperation on 22 October 2019) (NCOP: Referred to Select Committee on Security and Justice on 24 October 2019).","Ukuqinisekiswa kwesiVumelwano esiphakathi koRhulumente weRiphabhliki yase-India, uRhulumente we-Federative Republic of Brazil kunye noRhulumente weRiphabhliki yoMzantsi Afrika kwiNgxowa ye-IBSA yokuPheliswa kweNtlupheko kunye neNdlala (sityikitywe ngomhla we-17 kweyeDwarha 2017) (Sithiwe thaca ngomhla we-18 kweyeDwarha 2019). (e-NA: Sithunyelwe kwiKomiti yeMicimbi yeSebe loBudlelwane baMazwe ngaMazwe neNtsebenziswano ngomhla we-22 kweyeDwarha 2019) (e-NCOP: Sithunyelwe kwiKomiti eKhethekileyo yoKhuseleko noBulungisa ngomhla wama-24 kweyeDwarha 2019).",June
Agreement between the Government of the Republic of South Africa and the European Atomic Energy Community (EURATOM) for Co-operation in the Peaceful Uses of Nuclear Energy (Tabled on 14 November 2019) (NA: Referred to Portfolio Committee on Mineral Resources and Energy on 18 November 2019).,IsiVumelwano phakathi kukaRhulumente weRiphabhlikhi yoMzantsi Afrika kunye ne-European Atomic Energy Community (i-EURATOM) sokuBambisana ngokuSebenziswa iNyukliya kumaPhulo oXolo (Sithiwe thaca ngomhla we-14 kweyeNkanga 2019) (e-NA: Sithunyelwe kwiKomiti yeMicimbi yeSebe lemiThombo yeziMbiwa nezaMandla ngomhla we-18 kweyeNkanga 2019).,June
Treaty between the Government of the Republic of South Africa and the Government of the United Mexican States on Mutual Legal Assistance in Criminal Matters (Tabled on 5 March 2020) (NA: Referred to Portfolio Committee on Justice and Correctional Services on 9 March 2020 – reported on 29 May 2020) (NCOP: Referred to Select Committee on Security and Justice on 10 March 2020 – reported on 1 June 2020).,IsiVumelwano phakathi kukaRhulumente weRiphabhlikhi yoMzantsi Afrika kunye noRhulumente we-United Mexican States ngokuNcedisana ngezoMthetho kwiMiba eNxulumente noLwaphulo-mthetho (Sithiwe thaca ngomhla wesi-5 kweyoKwindla 2020) (e-NA: Sithunyelwe kwiKomiti yeMicimbi yezoBulungisa neeNkonzo zoLuleko ngomhla wesi-9 kweyoKwindla 2020) (e-NCOP: Sithunyelwe yiKomiti eKhethekileyo yoKhuseleko nezoBulungisa ngomhla we-10 kweyoKwindla 2020).,June
Treaty between the Government of the Republic of South Africa and the Government of the United Mexican States on Extradition (Tabled on 5 March 2020) (NA: Referred to Portfolio Committee on Justice and Correctional Services on 9 March 2020 – reported on 29 May 2020) (NCOP: Referred to Select Committee on Security and Justice on 10 March 2020 – reported on 1 June 2020).,IsiVumelwano phakathi kukaRhulumente weRiphabhlikhi yoMzantsi Afrika noRhulumente weRiphabhlikhi ye-United Mexican States ngokuBuyiselwa koMntu Onetyala kwiLizwe Lakubo (Sithiwe thaca ngomhla wesi-5 kweyoKwindla 2020) (e-NA: Sithunyelwe kwiKomiti yeMicimbi yezoBulungisa neeNkonzo zoLuleko ngomhla wesi-9 kweyoKwindla 2020) (e-NCOP: Sithunyelwe yiKomiti eKhethekileyo yoKhuseleko nezoBulungisa ngomhla we-10 kweyoKwindla 2020).,June
African Charter on Statistics (Tabled on 5 March 2020) (NA: Referred to Portfolio Committee on Public Service and Administration on 9 March 2020).,UMqulu wase-Afrika wezeNkcukacha-manani (Uthiwe thaca ngomhla wesi-5 kweyoKwindla 2020) (e-NA: Uthunyelwe kwiKomiti yeMicimbi yezaBasebenzi bakaRhulumente noLawulo ngomhla wesi-9 kweyoKwindla 2020).,June
Treaty of Amity and Cooperation (TAC) in South East Asia (Tabled on 18 March 2020) (NA: Referred to Portfolio Committee on International Relations and Cooperation on 26 March 2020).,Isivumelwano soBuhlobo kunye neNtsebenziswano (iTAC) noMzantsi-Mpuma Asia (sithiwe thaca ngomhla we-18 kweyoKwindla 2020) (e-NA: Sithunyelwe kwiKomiti yeMicimbi yoBudlelwane naMazwe ngaMazwe neNtsebenziswano ngomhla wama-26 kweyoKwindla 2020).,June
ORDERS OF THE DAY:,IMIBA YOSUKU:,June
Debate on Youth Day: Youth Power – Growing South Africa together in a time of Covid-19.,INgxoxo-mpikiswano ngoSuku loLutsha: Amandla oLutsha – Ukukhulisa uMzantsi Afrika sibambisene ngexesha le-Covid-19.,June
"Consideration of Report of Portfolio Committee on Justice and Correctional Services on Provisional suspension from office of Mr L T Mkansi, a Regional Magistrate, Bloemfontein, tabled in terms of section 13(3)(b) of Magistrates Act, 1993 (Act No 90 of 1993)  (Announcement, Tablings and Committee Reports, 29 May 2020, p 4).","Ukuqwalaselwa kweNgxelo yeKomiti yeMicimbi yeSebe lezoBulungisa neeNkonzo zoLuleko ngokuRhoxiswa okweXeshana kwi-ofisi koMnu L T Mkansi, uMantyi woMmandla, eBloemfontein, okuthiwe thaca ngokwecandelo le-13(3)(b) loMthetho weeMantyi, wowe-1993 (uMthetho onguNombl 90 wowe-1993)  (iSaziso, iiNgxelo eziza kuthiwa Thaca kunye neeNgxelo zeeKomiti, 29 kuCanzibe 2020, iphepha 4).",June
"Consideration of Request for Approval by Parliament of Treaty of Amity and Cooperation (TAC) in South East Asia in terms of section 231(2) of Constitution, 1996 (Report of Portfolio Committee on International Relations and Cooperation, see Announcements, Tablings and Committee Reports, 11 June 2020, p 2).","Ukuqwalaselwa kweSicelo sokuVunywa yiPalamente kwesiVumelwano sobuHlobo kunye neNtsebenziswano (i-TAC) noMzantsi-Mpuma Asia ngokwecandelo 231(2) loMgaqo-siseko, wowe-1996 (iNgxelo yeKomiti yeMicimbi yeSebe lezoBudlelwane naMazwe ngaMazwe neNtsebenziswano jonga kwiZaziso, iiNgxelo eziza kuthiwa thaca kunye neeNgxelo zeeKomiti, 11 kweyoKwindla 2020, iphepha 2).",June
"Consideration of Request for Approval by Parliament of Treaty between the Government of the Republic of South Africa and the Government of the United Mexican States on Mutual Legal Assistance in Criminal Matters in terms of section 231(2) of Constitution, 1996 (Report of Portfolio Committee on Justice and Correctional Services, see Announcements, Tablings and Committee Reports, 29 May 2020, p 4).","Ukuqwalaselwa kweSicelo soKwamkelwa yiPalamente kwesiVumelwano phakathi koRhulumente weRiphabhliki yoMzantsi Afrika kunye noRhulumente we-United Mexican States ngokuNcedana ngokuFanayo kwiMiba yezoMthetho ngokwecandelo lama-231(2) loMgaqo-siseko, wowe-1996 (Ingxelo yeKomiti yeMicimbi yezoBulungisa neeNkonzo zoLuleko, jonga kwiZaziso, iiNgxelo eziza kuthiwa Thaca kunye neeNgxelo zeeKomiti, 29 kuCanzibe 2020, iphepha 4).",June
"Consideration of Request for Approval by Parliament of Treaty between the Government of the Republic of South Africa and the Government of the United Mexican States on Extradition in terms of section 231(2) of Constitution, 1996 (Report of Portfolio Committee on Justice and Correctional Services, see Announcements, Tablings and Committee Reports, 29 May 2020, p 3).","Ukuqwalaselwa kweSicelo soKwamkelwa yiPalamente kwesiVumelwano phakathi koRhulumente weRiphabhliki yoMzantsi Afrika kunye noRhulumente we-United Mexican States ngokuBuyiselwa kwabaTyholwa kuMazwe Abo okuZalwa ngokwecandelo lama-231(2) loMgaqo-siseko, wowe-1996 (Ingxelo yeKomiti yeMicimbi yezoBulungisa neeNkonzo zoLuleko, jonga kwiZaziso, iiNgxelo eziza kuthiwa Thaca kunye neeNgxelo zeeKomiti, 29 kuCanzibe 2020, iphepha 3).",June
FURTHER BUSINESS,EMINYE IMIBA,June
ORDERS OF THE DAY:,IMIBA YOSUKU:,June
"Consideration of Report of Portfolio Committee on Trade and Industry on Departments of Trade and Industry and of Economic Development’s Third Quarter Financial and Non-financial Performance for 2019/20 financial year (Announcement, Tablings and Committee Reports, 19 May 2020, p 3).","Ukuqwalaselwa kweNgxelo yeKomiti yeMicimbi yeSebe lezoRhwebo noShishino kuMsebenzi wezeziMali nongengoweZimali weSebe lezoRhwebo noShishino kunye noPhuhliso loQoqosho weKota yesiThathu kuNyaka-mali wama-2019/20 (iSaziso, iiNgxelo eziza kuthiwa Thaca kunye neeNgxelo zeeKomiti, 19 kuCanzibe 2020, iphepha 3).",June
"Consideration of Report of Portfolio Committee on International Relations and Cooperation on Oversight visit on pilot project for acquisition of office accommodation for South African Permanent Mission to United Nations and Consulate-General in New York, United States of America (Announcements, Tablings and Committee Reports, 16 March 2020, p 11).","Ukuqwalaselwa kweNgxelo yeKomiti yeMicimbi yeSebe lezoBudlelwano naMazwe ngamazwe ngoTyelelo lokuya kuHlola iprojekthi esaqalayo yokufuna ukuthenga indawo eza kuba yi-ofisi yeZiko elisisiGxina lezoZakuzo loMzantsi Afrika kwiZizwe eziManyeneyo kunye nekaNozakuzaku oMkhulu eNew York, e-United States of America (iZaziso, iiNgxelo eziza kuthiwa Thaca kunye neeNgxelo zeeKomiti, 16 kweyoKwindla 2020, iphepha 11).",June
"Decision of Question on Report of Portfolio Committee on Higher Education, Science and Technology on 2019/20 First Quarter financial and service delivery performance report of Department of Higher Education and Training (Announcements, Tablings and Committee Reports, 5 December 2019, p 64).","Isigqibo soMbuzo malunga nengxelo yeKomiti yeMicimbi yeSebe lezeMfundo ePhakamileyo, ezeNzululwazi noBuchwepheshe malunga nengxelo kanyaka-mali 2019/20 engoMsebenzi weKota yokuQala yezeMali nokuhanjiswa kweenkonzo liSebe lezeMfundo ePhakamileyo noQeqesho (Izaziso, iiNgxelo eziza kuthiwa thaca kunye neeNgxelo zeeKomiti, 5 kweyoMnga 2019, iphepha 64).",June
"Consideration of Report of Portfolio Committee Public Service and Administration on Second and Third quarter performance of 2019/20 financial year: Department Public Service and Administration, Entities and Public Service Commission (Announcements, Tablings and Committee Reports, 11 March 2020, p 30).","Ukuqwalaselwa kweNgxelo yeKomiti yeMicimbi yeSebe lezabaSebenzi bakaRhulumente noLawulo kuMsebenzi woNyaka-mali wowama- 2019/20 weKota yesiBini neyesiThathu: Isebe lezabaSebenzi bakaRhulumente noLawulo, amaQumrhu neKomishoni yeeNkonzo zoLuntu (Izaziso, iiNgxelo eziza kuthiwa thaca kunye neeNgxelo zeeKomiti, 11 kweyoKwindla 2020, iphepha 30).",June
"Consideration of Report of Portfolio Committee Public Service and Administration on Second and Third quarter performance of 2019/20 financial year: Statistics South Africa (Announcements, Tablings and Committee Reports, 11 March 2020, p 23).","Ukuqwalaselwa kweNgxelo yeKomiti yeMicimbi yeSebe lezabaSebenzi bakaRhulumene noLawulo kuMsebenzi woNyaka-mali wowama- 2019/20 weKota yesibini neyesithathu: Isebe leeNkonzo zoLuntu noLawulo, amaQumrhu neKomishoni yeeNkonzo zoLuntu: Inkcukacha-manani eMzantsi Afrika (Izaziso, iiNgxelo eziza kuthiwa thaca kunye neeNgxelo zeeKomiti, 11 kweyoKwindla 2020, iphepha 23).",June
"Consideration of Report of Portfolio Committee Public Service and Administration on Second and Third quarter performance of 2019/20 financial year: Department of Planning, Monitoring and Evaluation and Brand South Africa (Announcements, Tablings and Committee Reports, 11 March 2020, p 15).","Ukuqwalaselwa kweNgxelo yeKomiti yeMicimbi yeSebe lezabaSebenzi bakaRhulumente noLawulo kuMsebenzi woNyaka-mali wowama- 2019/20 weKota yesibini neyesithathu: Isebe loCwangciso, ukuHlola nokuVavanya kunye neBrand South Africa (Izaziso, iiNgxelo eziza kuthiwa thaca kunye neeNgxelo zeeKomiti 11 kweyoKwindla 2020, iphepha 15).",June
"Consideration of Report of Portfolio Committee on Basic Education on Petition from the residents of Dryharts village, calling on the Assembly to investigate the re-opening of the Molehabangwe Middle School, submitted by Mr I S Seitlholo, MP (Announcements, Tablings and Committee Reports, 26 February 2020, p 38).","Ukuqwalaselwa kweNgxelo yeKomiti yeMicimbi yeSebe lezeMfundo ePhakamileyo emalunga noXwebhu lwezikhalazo elivela kubahlali belali i-Dryharts, apho bacela iNdlu yoWiso-mthetho ukuba ivule kwakhona isikolo iMolehabangwe Middle School, olungeniswe nguMnu I S Seitlholo, iLungu lePalamente, (Izaziso, iiNgxelo eziza kuthiwa thaca kunye neeNgxelo zeeKomiti, 26 kweyoMdumba 2020, iphepha 38).",June
"Consideration of Report of Portfolio Committee on Basic Education on oversight visit to Capricorn and Sekhukhune Education Districts, Limpopo Province (Announcements, Tablings and Committee Reports, 26 February 2020, p 6).","Ukuqwalaselwa kweNgxelo yeKomiti yeMicimbi yeSebe lezeMfundo esiSiseko malunga notyelelo lokuhlola kwiZithili zeMfundo zaseCapricorn nezaseSekhukhune, kwiPhondo iLimpopo (Izaziso, iiNgxelo eziza kuthiwa thaca kunye neeNgxelo zeeKomiti, 26 kweyoMdumba 2020, iphepha 6).",June
"Consideration of Report of Portfolio Committee on Basic Education on Submission from the Griqua People’s Heritage on the lack of a Primary School (Announcements, Tablings and Committee Reports, 11 February 2020, p 5).","Ukuqwalaselwa kweNgxelo yeKomiti yeMicimbi yeSebe leMfundo esiSiseko kweziPhakamiso ezisuka kwiLifa leMveli laBantu bamaGriqua ezingokusilela kweZikolo zamaBanga aPhantsi (Izaziso, iiNgxelo eziza kuthiwa thaca kunye neeNgxelo zeeKomiti, 11 kweyoMdumba 2020, iphepha 5).",June
"Consideration of Report of Joint Standing Committee on Financial Management of Parliament on Parliament of Republic of South Africa’s performance in first quarter of 2019/20 (Announcements, Tablings and Committee Reports, 9 December 2019, p 20).","Ukuqwalaselwa kweNgxelo yeKomiti esisiGxina eDibeneyo engoLawulo lweziMali zePalamente engoMsebenzi weKota yokuQala yowama-2019/20 wePalamente yeRiphabhliki yoMzantsi Afrika (Izaziso, iiNgxelo eziza kuthiwa thaca kunye neeNgxelo zeeKomiti, 9 kweyoMnga 2019, iphepha 20).",June
"Consideration of Report of Joint Standing Committee on Financial Management of Parliament on Parliament of Republic of South Africa’s 2018/19 Annual Report (Announcements, Tablings and Committee Reports, 9 December 2019, p 5).","Ukuqwalaselwa kweNgxelo yeKomiti esisiGxina eDibeneyo engoLawulo lweziMali zePalamente yeNgxelo yoNyaka yowama-2018/19 yePalamente yeRiphabhliki yoMzantsi Afrika (Izaziso, iiNgxelo eziza kuthiwa thaca kunye neeNgxelo zeeKomiti, 9 kweyoMnga 2019, iphepha 5).",June
