eng,ven,source
"Consideration of Report of Standing Committee on Auditor-General on Integrated Annual Report of Auditor-General for financial year 2018/19 (Announcements, Tablings and Committee Reports, 4 December 2019, p 3).","27. U vhalululwa ha Muvhigo wa Komiti nga ha Muoditha Dzhenerala kha Muvhigo wa Ṅwaha wo Ṱanganelaho wa Muoditha Dzhenerala wa ṅwaha wa muvhalelano wa 2018/19 (Nḓivhadzo, Maswikiswa Ṱafulani na Mivhigo ya Komiti, 4 Nyendavhusiku 2019, s ḽa 3).",July
MOTIONS (Notice given previously):,MAKUMEDZWA (Nḓivhadzo yo ṋetshedzwaho nga tshifhinga tsho fhiraho):,July
"See p 94-96 (Ms R C Adams, Mr S Ngcobo, Ms M S Khawula, Ms N G Adoons, Mr S L Ngcobo, Ms T Breedt, Ms T Mgweba, Mr W M Thring, Mr N L S Kwankwa, Mr M L Shelembe, Mrs E N Ntlangwini, Ms F A Masiko, Mr S H Mbuyane, Ms A S Hlongo, M.Gen O S Terblanche, Mr M G E Hendricks, Mr T S Mpanza, Mr P P Keetse, Ms R C Adams) p 192 (Mr K J Mileham).","Kha vha sedze mas a 94-96 (Vho R C Adams, Vho S Ngcobo, Vho M S Khawula, Vho N G Adoons, Vho S L Ngcobo, Vho T Breedt, Vho T Mgweba, Vho W M Thring, Vho N L S Kwankwa, Vho M L Shelembe, Vho E N Ntlangwini, Vho F A Masiko, Vho S H Mbuyane, Vho A S Hlongo, M.Gen O S Terblanche, Vho M G E Hendricks, Vho T S Mpanza, Vho P P Keetse) s ḽa 192 (Vho K J Mileham).",July
MOTIONS (Notice given on 25 June 2020):,MAKUMEDZWA (Nḓivhadzo yo ṋetshedzwaho nga ḽa 25 Fulwi 2020):,July
Subject for discussion (Ms D Kohler): The recent scourge of farm attacks and murders on farmers and farmworkers.,Fhungo ḽine ha ḓo ambiwa ngaḽo (Vho D Kohler): Tshiwo tsha zwenezwino tsha ṱhaselo dza mabulasini na mabulayo kha vhorabulasi na vhashumi vha mabulasini.,July
APPENDIXES,ṰHUMETSHEDZO,July
PETITIONS REFERRED TO COMMITTEES,PHETHISHINI DZO RUMELWAHO KHA DZIKOMITI,July
"Petition from the residents of the City of Ekurhuleni, calling on the Assembly to investigate the chronic inadequate refuse removal services in their area (Ms H Ismail) – (Portfolio Committee on Cooperative Governance and Traditional Affairs – National Assembly).","Phethishini i bvaho kha vhadzuli vha Ḓorobo khulwane ya Ekurhuleni, vha itaho khuwelelo kha Buthano uri ḽi ṱoḓisise nga tshumelo dza u bvisa mashika dzi dzulelaho u ṱahela vhuponi uho (Vho H Ismail) - (Komiti ya Phothifoḽio nga ha Vhuvhusi ha Vhushumisani na zwa Sialala – Buthano ḽa Lushaka).",July
"Petition from the residents of Kokomeng and neighbouring villages, calling on the Assembly to investigate and prioritize the re-opening of the Kokomeng police station (Mr I S Seitlholo) – (Portfolio Committee on Police – National Assembly).","Phethishini i bvaho kha vhadzuli vha Kokomeng na zwisi zwa nga tsini, vha itaho khuwelelo kha Buthano uri ḽi ṱoḓisise na u dzhia sa zwa ndeme u vulwa hafhu ha tshiṱitshi tsha mapholisa tsha Kokomeng (Vho I S Seitlholo) – (Komiti ya Phothifoḽio nga ha Mapholisa – Buthano ḽa Lushaka).",July
"Petition from the residents of Bredell, Pomona, Brentwood Park and Glen Marais (ward 25), City of Ekurhuleni, calling on the Assembly to investigate the collapse of the reliable supply of electricity in their areas (Ms H Ismail) – (Portfolio Committee on Cooperative Governance and Traditional Affairs – National Assembly).","Phethishini i bvaho kha vhadzuli vha Bredell, Pomona, Brentwood Park na Glen Marais (wadi ya 25), Ḓorobo Khulwane ya Ekurhuleni, vha itaho khuwelelo kha Buthano uri ḽi ṱoḓisise nga u wa ha nḓisedzo i fulufhedzeaho ya muḓagasi vhuponi havho (Vho H Ismail) – (Komiti ya Phothifoḽio nga ha Vhuvhusi ha Vhushumisani na zwa Sialala – Buthano ḽa Lushaka).",July
"Petition from the residents of Actonville, Benoni, calling on the Assembly to investigate the high rentals paid by tenants of council-owned flats (Ms H Ismail) – (Portfolio Committee on Human Settlements, Water and Sanitation – National Assembly).","Phethishini i bvaho kha vhadzuli vha Actonville, Benoni vha itaho   khuwelelo kha Buthano uri ḽi ṱoḓisise nga mbadelo dza nṱhesa dza rennde dzo badelwaho nga vhahiri vha fuḽethe dza khoro (Vho H Ismail) – (Komiti ya Phothifoḽio nga ha Vhudzulo ha Vhathu, Maḓi na Tshampungane – Buthano ḽa Lushaka).",July
"Petition from the residents of Jamestown, Stellenbosch, calling on the Assembly to investigate the transfer, by Eskom, of management powers over the electricity network in Jamestown to Stellenbosch municipality (Dr L Shreiber) – (Portfolio Committee on Public Enterprises -  National Assembly).","Phethishini u bva kha vhadzuli vha Jamestown, ngei Stellenbosch, vha itaho khuwelelo kha Buthano uri ḽi ṱoḓisise pfukiselo, nga Eskom, maanḓa a ndangulo kha netiweke ya muḓagasi  wa Jamestown u ya kha masipala wa  Stellenbosch (Vho Dokotela L Shreiber) – (Komiti ya Phothifoḽio nga ha Mabindu a Muvhuso -  Buthano ḽa Lushaka).",July
"Petition from the residents of Germiston, Ekurhuleni, calling on the Assembly to investigate power outages in Germiston (Ms M Clarke) – (Portfolio Committee on Public Enterprises - National Assembly).","Phethishini i bvaho kha vhadzuli vha Germiston, masipala muhulwane wa Ekurhuleni, vha itaho khuwelelo kha Buthano uri ḽi ṱoḓisise nga ha u khauwa ha muḓagasi ho vhalaho (Vho M Clarke) – (Komiti ya Phothifoḽio nga ha Vhuvhusi ha Vhushumisani na zwa Sialala –Buthano ḽa Lushaka).",July
"Petition from the residents of Letsitele Town, Ward 23, Tzaneen, calling on the Assembly to ensure that the Tzaneen municipality abides by the laws, by-laws and regulations, and that it implements the prescribed environmental and applicable zoning, as well as monitor and halt all illegal activities (Ms D van der Walt) – (Portfolio Committee on Cooperative Governance and Traditional Affairs - National Assembly).","Phethishini u bva kha vhadzuli vha Ḓorobo ya Letsitele, Wadi ya 23, ngei Tzaneen, vha itaho khuwelelo kha Buthano uri ḽi khwaṱhisedze uri masipala wa Tzaneen u tevhedza milayo, milayo miṱuku na ndaulo, na uri u thome u khethekanya nga dzizounu dzo teaho na zwa mupo zwo randelwaho, khathihi na u vhea iṱo na u imisa mishumo yoṱhe i siho mulayoni (Vho D van der Walt) – (Komiti ya Phothifoḽio nga ha Vhuvhusi ha Vhushumisani na zwa Sialala – Buthano ḽa Lushaka).",July
"Petition from the farmers and the community of Tzaneen, Limpopo, represented by AGRI Letaba, calling on the Assembly to investigate severe electricity outages, power dips, low voltage and poor to no maintenance since 2016 as a result of the failure of the Greater Tzaneen Municipality (Ms D van der Walt) – (Portfolio Committee on Cooperative Governance and Traditional Affairs – National Assembly).","Phethishini u bva kha vhorabulasi na tshitshavha  tsha Tzaneen, Limpopo, vho imelwa nga AGRI Letaba, vha itaho khuwelelo kha Buthano uri ḽi ṱoḓisise u khauwa ha muḓagasi ho kalulaho, u wa ha tshifhinga nyana ha maanḓa a volithedzhi kha khovhelo ya muḓasi, voḽithedzhi ṱhukhu na ṱhogomelo i si yavhuḓi kana ine i sa vhe hone u bva nga 2016 nga vhanga ḽa u kundelwa ha Masipala Muhulwane wa Tzaneen (Vho D van der Walt) – (Komiti ya Phothifoḽio nga ha Vhuvhusi ha Vhushumisani na zwa Sialala – Buthano ḽa Lushaka).",July
BILLS REFERRED TO JOINT TAGGING MECHANISM (JTM),MILAYOTIBE YO RUMELWAHO KHA KOMITI YA U KHETHEKANYA YO ṰANGANELAHO (JTM),July
Upgrading of Land Tenure Rights Amendment Bill [B 6 - 2020] (National Assembly – proposed sec 76).,U Khwiniswa ha Mulayotibe wa Khwiniso ya Pfanelo dza Vhuṋe ha Mavu [B 6 - 2020] (Buthano ḽa Lushaka – khet ya 76 yo dzinginywaho).,July
Public Finance Management Amendment Bill [B 13 - 2020] (National Assembly – proposed sec 76).,Mulayotibe wa Khwiniso ya  Ndangulo ya Masheleni a Tshitshavha [B 13 - 2020] Buthano ḽa Lushaka – khethekanyo ya 76 yo dzinginywaho),July
BILLS REFERRED TO COMMITTEES,MILAYOTIBE YO FHIRISELWAHO KHA DZIKOMITI,July
"Protection of State Information Bill [B 6H – 2010] (National Assembly – sec 75) and the President’s reservations on the constitutionality of the Bill as submitted to him (Announcements, Tablings and Committee Reports, 12 June 2020, p 7) – (Portfolio Committee on Justice and Correctional Services – National Assembly).","Mulayotibe wa Tsireledzo ya Mafhungo a Muvhuso [B 6H – 2010] (Buthano ḽa Lushaka – khet ya 75) na u sa fushea ha Muphuresidennde nga ha u vha mulayoni ha Mulayotibe sa zwe wa iswa khavho (Nḓivhadzo, Maswikiswa Ṱafulani na Mivhigo ya Komiti, 12 Fulwi 2020, s ḽa 7) – (Komiti ya Phothifoḽio nga ha Vhulamukanyi na Tshumelo dza Vhululamisi – Buthano ḽa Lushaka).",July
"Liquor Products Amendment Bill [B 10B – 2016] (National Assembly – sec 75) and the President’s reservations on the constitutionality of the Bill as submitted to him (Announcements, Tablings and Committee Reports, 12 June 2020, p 2) – (Portfolio Committee on Agriculture, Land Reform and Rural Development – National Assembly).","Mulayotibe wa Khwiniso ya Zwibveledzwa zwa Mahalwa [B 10B – 2016] (Buthano ḽa Lushaka – khet ya 75) na u sa fushea ha Muphuresidennde nga ha u vha mulayoni ha Mulayotibe sa zwe wa iswa khavho (Nḓivhadzo, Maswikiswa Ṱafulani na Mivhigo ya Komiti, 12 Fulwi 2020, s ḽa 2) – (Komiti ya Phothifoḽio nga ha Vhulimi, Mbuedzedzo ya Mavu na Mveledziso ya Mahayani – Buthano ḽa Lushaka).",July
"Performers’ Protection Amendment Bill [B 24B - 2016] (National Assembly – sec 75) and the President’s reservations on the constitutionality of the Bill as submitted to him (Announcements, Tablings and Committee Reports, 22 June 2020, p 2) – (Portfolio Committee on Trade and Industry – National Assembly).","Mulayotibe wa Khwiniso ya Tsireledzo ya Vhamvumvusi [B24B - 2016] (Buthano ḽa Lushaka – khet ya 75) na u sa fushea ha Muphuresidennde nga ha u vha mulayoni ha Mulayotibe sa zwe wa iswa khavho (Nḓivhadzo, Maswikiswa Ṱafulani na Mivhigo ya Komiti, 22 Fulwi 2020, s ḽa 2) – (Komiti ya Phothifoḽio nga ha Mbambadzo na Nḓowetshumo – Buthano ḽa Lushaka).",July
Traditional Courts Bill [B 1B – 2017] (National Assembly – sec 76) – (Select Committee on Security and Justice – National Council of Provinces).,Mulayotibe wa Khothe dza Sialala [B 1B – 2017] (Buthano ḽa Lushaka – khet ya 76) – (Komiti ya NCOP nga ha Tsireledzo na Vhulamukanyi – Khoro ya Lushaka ya Mavundu).,July
Cybercrimes Bill [B 6B – 2017] (National Assembly – sec 75) (introduced as Cybercrimes and Cybersecurity Bill [B 6 – 2017]) – (Portfolio Committee on Justice and Correctional Services – National Assembly).,Mulayotibe wa Vhugevhenga vhu Itwaho nga Inthanethe [B 6B – 2017] (Buthano ḽa Lushaka – khet ya 75) (wo ḓivhadzwa sa Mulayotibe wa wa Tsireledzo kha Inthanethe na Vhugevhenga vhu Itwaho nga Inthanethe [B 6 – 2017]) – (Komiti ya Phothifoḽio nga ha Vhulamukanyi na Tshumelo dza Vhululamisi – Buthano ḽa Lushaka).,July
"Copyright Amendment Bill [B 13B - 2017] (National Assembly – sec 75) and the President’s reservations on the constitutionality of the Bill as submitted to him (Announcements, Tablings and Committee Reports, 22 June 2020, p 2) – (Portfolio Committee Trade and Industry – National Assembly).","Mulayotibe wa Khwiniso ya Nzivhanyedziso [B 13B - 2017] (Buthano ḽa Lushaka – khet ya 75) na u sa fushea ha Muphuresidennde nga ha u vha mulayoni ha Mulayotibe sa zwe wa iswa khavho (Nḓivhadzo, Maswikiswa Ṱafulani na Mivhigo ya Komiti, 22 Fulwi 2020, s ḽa 2) – (Komiti ya Phothifoḽio nga ha Mbambadzo na Nḓowetshumo – Buthano ḽa Lushaka)",July
Road Accident Benefit Scheme Bill [B 17B – 2017] (National Assembly – sec 75) – (Portfolio Committee on Transport – National Assembly).,Mulayotibe wa Tshikimu tsha Mbuelo dza Khombo dza Badani [B 17B – 2017] (Buthano ḽa Lushaka – khet ya 75) – (Komiti ya Phothifoḽio nga ha Vhuendi – Buthano ḽa Lushaka).,July
International Crimes Bill [B 37 – 2017] (National Assembly – sec 75) – (Portfolio Committee on Justice and Correctional Services – National Assembly).,Mulayotibe wa Vhugevhenga ha Dzitshaka [B 37 – 2017] (Buthano ḽa Lushaka – khet ya 75) – (Komiti ya Phothifoḽio nga ha Vhulamukanyi na Tshumelo dza Ndulamiso – Buthano ḽa Lushaka).,July
"Airports Company Amendment Bill [B 5B – 2018] (National Assembly – sec 75) – (Select Committee on Transport, Public Service and Administration, Public Works and Infrastructure – National Council of Provinces).","Mulayotibe wa Khwiniso ya Khamphani ya Vhukavhamabufho [B 5B – 2018] (Buthano ḽa Lushaka – khet ya 75) – (Komiti ya NCOP nga ha Vhuendi, Tshumelo ya Tshitshavha na Vhulanguli, Mishumo ya Tshitshavha na Themamveledziso – Khoro ya Lushaka ya Mavundu).",July
"Air Traffic and Navigation Services Company Amendment Bill [B 6B – 2018] (National Assembly – sec 75) – (Select Committee on Transport, Public Service and Administration, Public Works and Infrastructure – National Council of Provinces).","Mulayotibe wa Khwiniso ya Khamphani ya Tshumelo dza Vhuendi ha Muyani na u Wana Nḓila [B 6B – 2018] (Buthano ḽa Lushaka – khet ya 75) – (Komiti ya NCOP nga ha Vhuendi, Tshumelo ya Tshitshavha na Vhulanguli, Mishumo ya Tshitshavha na Themamveledziso – Khoro ya Lushaka ya Mavundu).",July
Social Assistance Amendment Bill [B 8B - 2018] (National Assembly – sec 76) – (Select Committee on Health and Social Services – National Council of Provinces).,Mulayotibe wa Khwiniso ya u Ṱhaḓula ha Matshilisano [B 8B – 2018] (Buthano ḽa Lushaka – khet ya 76) – (Komiti ya NCOP nga ha Mutakalo na Tshumelo dza Matshilisano – Khoro ya Lushaka ya Mavundu).,July
Prevention of Hate Crimes and Hate Speech Bill [B 9 – 2018] (National Assembly – sec 75) – (Portfolio Committee on Justice and Correctional Services – National Assembly).,Mulayotibe wa Thivhelo ya Vhugevhenga ha Vengo na Tshipitshi tsho Ḓalaho Vengo [B 9 – 2018] (Buthano ḽa Lushaka – khet ya 75) – (Komiti ya Phothifoḽio nga ha Vhulamukanyi na Tshumelo dza Vhululamisi – Buthano ḽa Lushaka).,July
State Liability Amendment Bill [B 16 – 2018] (National Assembly – sec 75) – (Portfolio Committee on Justice and Correctional Services – National Assembly).,Mulayotibe wa Khwiniso ya Vhuḓifhinduleli ha Muvhuso [B 16 – 2018] (Buthano ḽa Lushaka – khet ya 75) – (Komiti ya Phothifoḽio nga ha Vhulamukanyi na Tshumelo dza Ndulamiso – Buthano ḽa Lushaka).,July
"Local Government: Municipal Structures Amendment Bill [B 19B – 2018] (National Assembly – sec 76) – (Select Committee on Cooperative Governance and Traditional Affairs, Water and Sanitation and Human Settlements – National Council of Provinces).","Muvhuso Wapo: Mulayotibe wa Khwiniso ya Zwiṱirakhitsha zwa Masipala [B 19B – 2018] (Buthano ḽa Lushaka – khet ya 76) – (Komiti ya NCOP nga ha Vhuvhusi ha Vhushumisani na zwa Sialala, Maḓi na Tshampungane na Vhudzulo ha Vhathu – Khoro ya Lushaka ya Mavundu).",July
South African Reserve Bank Bill [B 26 – 2018] (National Assembly – sec 75) – (Standing Committee on Finance – National Assembly).,Mulayotibe wa Bannga ya Lushaka ya Afrika Tshipembe [B 26 – 2018] (Buthano ḽa Lushaka – khet ya 75) – (Komiti ya Tshoṱhe nga ha Masheleni – Buthano ḽa Lushaka).,July
"National Gambling Amendment Bill [B 27B – 2018] (National Assembly – sec 76) – (Select Committee on Trade and Industry, Economic Development, Small Business Development, Tourism, Labour and Employment – National Council of Provinces).","Mulayotibe wa Khwiniso ya u Gembula ha Lushaka [B 27B – 2018] (Buthano ḽa Lushaka – khet ya 76) – (Komiti ya NCOP nga ha Mbambadzo na Nḓowetshumo, Mveledziso ya Ikonomi, Mveledziso ya Mabindu Maṱuku, Vhuendelamashango, U tholiwa na Mishumo – Khoro ya Lushaka ya Mavundu).",July
National Health Amendment Bill [B 29 – 2018] (National Assembly – sec 76) – (Portfolio Committee on Health – National Assembly).,Mulayotibe wa Khwiniso ya Mutakalo wa Lushaka [B 29 – 2018] (Buthano ḽa Lushaka – khet ya 76) – (Komiti ya Phothifoḽio nga ha Mutakalo – Buthano ḽa Lushaka).,July
Public Finance Management Amendment Bill [B 41  2018] (National Assembly – sec 76) – (Standing Committee on Finance – National Assembly).,Mulayotibe wa Khwiniso ya Ndangulo ya zwa Masheleni a Tshitshavha [B 41  2018] (Komiti ya Tshoṱhe nga ha Masheleni – Buthano ḽa Lushaka).,July
Civil Aviation Amendment Bill [B 44 – 2018] (National Assembly – sec 75) – (Portfolio Committee on Transport – National Assembly).,Mulayotibe wa Khwiniso ya Ḓivhavhufhufhi ha Vhapo [B 44 – 2018] (Buthano ḽa Lushaka – khet ya 75) – (Komiti ya Phothifoḽio nga ha Vhuendi – Buthano ḽa Lushaka).,July
Local Government: Municipal Systems Amendment Bill [B 2 – 2019] (National Assembly – sec 76) – (Portfolio Committee Cooperative Government and Traditional Affairs – National Assembly).,Muvhuso Wapo: Mulayotibe wa Khwiniso ya Sisteme dza Masipala [B 2 – 2019] (Buthano ḽa Lushaka – khet ya 76) – (Komiti ya Phothifoḽio nga Muvhuso wa Vhushumisani na zwa Sialala – Buthano ḽa Lushaka).,July
National Health Insurance Bill [B 11 - 2019] (National Assembly – sec 76) – (Portfolio Committee on Health – National Assembly).,Mulayotibe wa Ndindakhombo ya Mutakalo wa Lushaka [B 11 - 2019] (Buthano ḽa Lushaka – khet ya 76) – (Komiti ya Phothifoḽio nga ha Mutakalo – Buthano ḽa Lushaka).,July
Recognition of Customary Marriages Amendment Bill [B 12 - 2019] (National Assembly – sec 76) – (Select Committee on Security and Justice – National Council of Provinces).,Mulayotibe wa Khwiniso Nṱha ha Mbingano dza Sialala [B 12 - 2019] (Buthano ḽa Lushaka – khet ya 76) – (Komiti ya NCOP nga Tsireledzo na Vhulamukanyi – Khoro ya Lushaka ya Mavundu).,July
Judicial Matters Amendment Bill [B 13B - 2019] (National Assembly – sec 75) – (Select Committee on Security and Justice - National Council of Provinces).,Mulayotibe wa Khwiniso ya Mafhungo a Khaṱhulo [B 13B - 2019] (Buthano ḽa Lushaka – khet ya 75) – (Komiti ya NCOP nga ha Tsireledzo na Vhulamukanyi – Khoro ya Lushaka ya Mavundu).,July
