eng,nbl,source
"Consideration of Report of Portfolio Committee Public Service and Administration on Second and Third quarter performance of 2019/20 financial year: Department of Planning, Monitoring and Evaluation and Brand South Africa (Announcements, Tablings and Committee Reports, 11 March 2020, p 15).","Ukutjhejwa komBiko weKomidi yesiBethamthetho seNarha yezomSebenzi womPhakathi nokuPhatha mayelana nokusebenza kweKota yesiBili neyesiThathu yangomnyaka ween-2019/20 yomnyaka weeemali: yomNyango wezokuHlela, ukuTjhejisisa nokuHlunga nokuRhabiswa kweSewula Afrika (iiMemezelo, iZethulo nemiBiko yeKomidi, 11 Ntaka 2020, ikh 15).",July
"Consideration of Report of Portfolio Committee on Basic Education on oversight visit to Capricorn and Sekhukhune Education Districts, Limpopo Province (Announcements, Tablings and Committee Reports, 26 February 2020, p 6).","Ukutjhejwa umBiko weKomidi yezeFundo esiSekelo mayelana nevakatjho lokutjhejisisa eNyingini zezeFundo ze-Capricorn ne-Sekhukhune, esiFundeni se-Limpopo (iiMemezelo, iZethulo nemiBiko yeKomidi, 11 Ntaka 2020, ikh 6).",July
"Consideration of Report of Portfolio Committee on Basic Education on Submission from the Griqua People’s Heritage on the lack of a Primary School (Announcements, Tablings and Committee Reports, 11 February 2020, p 5).","Ukutjhejwa umBiko weKomidi yezeFundo esiSekelo mayelana neemPhakamiso ezivela e-Griqua People’s Heritage mayelana nokutlhayela kweSikolo samaBanga aPhasi (iiMemezelo, iZethulo nemiBiko yeKomidi, 11 Mhlolanja 2020, ikh 5).",July
"Consideration of Report of Joint Standing Committee on Financial Management of Parliament on Parliament of Republic of South Africa’s performance in first quarter of 2019/20 (Announcements, Tablings and Committee Reports, 9 December 2019, p 20).","Ukutjhejwa komBiko weKomidi yasaFuthi yesiBethamthetho seNarha yezokuPhathwa kweeMali zePalamende mayelana nokusebenza kwekota yokuthoma yeRiphabliki yeSewula Afrika yangomnyaka ween-2019/20 (iiMemezelo, iZethulo nemiBiko yeKomidi, 9 Nobayeni 2020, ikh 20).",July
"Consideration of Report of Joint Standing Committee on Financial Management of Parliament on Parliament of Republic of South Africa’s 2018/19 Annual Report (Announcements, Tablings and Committee Reports, 9 December 2019, p 5).","Ukutjhejwa komBiko weKomidi yasaFuthi yesiBethamthetho seNarha yezokuPhathwa kweeMali zePalamende mayelana nokusebenza kwekota yokuthoma yeRiphabliki yeSewula Afrika yangomnyaka ween-2018/19 (iiMemezelo, iZethulo nemiBiko yeKomidi, 9 Nobayeni 2020, ikh 5).",July
"Consideration of Report of Portfolio Committee on Higher Education, Science and Technology on 2018/19 Annual Reports of National Skills Fund and Sector Education and Training Authorities (Announcements, Tablings and Committee Reports, 5 December 2019, p 24).","Ukutjhejwa kweKomidi yesiBethamthetho seNarha yezeFundo ePhakemeko, iSayensi neThekhinoloji mayelana nemiBiko waQobe ngomNyaka wangomnyaka ween-2018/19 wesiKhwama samaKghono weNarha nomKhakha wezeFundo neemBethamthetho zokuBantula   (iiMemezelo, iZethulo nemiBiko yeKomidi, 9 Nobayeni 2020, ikh 24).",July
"Consideration of Report of Portfolio Committee on Trade and Industry on Departments of Trade and Industry and of Economic Development’s Second Quarter Financial and Non-financial Performance for 2019/20 financial year (Announcements, Tablings and Committee Reports, 5 December 2019, p 4).","Ukutjhejwa komBiko weKomidi yesiBethamthetho seNarha yezokuRhweba namaBubulo mayelana nomNyango wezeRhwebo namaBubulo nomNotho wemiNyango weMali zeKota yesiBili nokungaSebenzi kweeMali zomnyaka ween-2019/20 emnyakeni wemali (iiMemezelo, iZethulo nemiBiko yeKomidi, 9 Nobayeni 2020, ikh 4).",July
"Consideration of Report of Standing Committee on Auditor-General on Integrated Annual Report of Auditor-General for financial year 2018/19 (Announcements, Tablings and Committee Reports, 4 December 2019, p 3).","Ukutjhejwa komBiko weKomidi yasaFuthi yesiBethamthetho seNarha malungana noMhloli-maZombe mayelana nomBiko womNyaka oHlangeneko woMhloli-maZombe womnyaka wemali ween-2018/19 (iiMemezelo, iZethulo nemiBiko yeKomidi, 4 Nobayeni 2019, ikh 3).",July
MOTIONS (Notice given previously):,IINTJHUKUMISO (Ezaziswe esikhathini esidlulileko):,July
"See p 94-96 (Ms R C Adams, Mr S Ngcobo, Ms M S Khawula, Ms N G Adoons, Mr S L Ngcobo, Ms T Breedt, Ms T Mgweba, Mr W M Thring, Mr N L S Kwankwa, Mr M L Shelembe, Mrs E N Ntlangwini, Ms F A Masiko, Mr S H Mbuyane, Ms A S Hlongo, M.Gen O S Terblanche, Mr M G E Hendricks, Mr T S Mpanza, Mr P P Keetse, Ms R C Adams) p 192 (Mr K J Mileham) p 202 (Ms D Kohler).","Qala ikh 94-96 (Mma R C Adams, Nom S Ngcobo, Nom M S Khawula, Mma N G Adoons, Nom S L Ngcobo, Mma T Breedt, Mma T Mgweba, Nom W M Thring, Nom N L S Kwankwa, Nom M L Shelembe, Mma E N Ntlangwini, Mma F A Masiko, Nom S H Mbuyane, Mma A S Hlongo, M.Gen O S Terblanche, Nom M G E Hendricks, Nom T S Mpanza, Nom P P Keetse, Mma R C Adams) p 192 (Nom K J Mileham) ikh 202 (Mma D Kohler).",July
APPENDIXES,IINTHASISELO,July
PETITIONS REFERRED TO COMMITTEES,IINLILO EZIDLULISELWE EMAKOMIDIDNI,July
"Petition from the residents of the City of Ekurhuleni, calling on the Assembly to investigate the chronic inadequate refuse removal services in their area (Ms H Ismail) – (Portfolio Committee on Cooperative Governance and Traditional Affairs – National Assembly).","Incwadi yeenlilo evela kuzakhamuzi ze-City of Ekurhuleni, ebawa bona iNdlu yesiBethamthetho seNarha iphenye isenzo esithuwelelako sokungathuthwa kuhle kwefucufucu endaweni yabo (Kkz. H Ismail) – (iKomidi yesiBethamthetho seNarha yezokuBusa ngokuHlanganyela neeNdaba zeNdabuko – iNdlu yesiBethamthetho seNarha).).",July
"Petition from the residents of Kokomeng and neighbouring villages, calling on the Assembly to investigate and prioritize the re-opening of the Kokomeng police station (Mr I S Seitlholo) – (Portfolio Committee on Police – National Assembly).","Incwadi yeenLilo yezakhamuzi ze-Kokomeng nezabelo ezibomakhelwana bayo, ezenza ibizelo bona iNdlu yesiBethamthetho seNarha yenze kube liqaloqangi ukuvulwa kabutjha kwesitetjhi samaPholisa i-Kokomeng (Nom. I S Seitlholo) – (iKomidi yesiBethamthetho seNarha yezesiPholisa – iNdlu yesiBethamthetho seNarha).",July
"Petition from the residents of Bredell, Pomona, Brentwood Park and Glen Marais (ward 25), City of Ekurhuleni, calling on the Assembly to investigate the collapse of the reliable supply of electricity in their areas (Ms H Ismail) – (Portfolio Committee on Cooperative Governance and Traditional Affairs – National Assembly).","Incwadi yeenlilo yezakhamuzi ze-Bredell, e-Pomona, e-Brentwood Park kunye ne-Glen Marais (iwadi 25), iDorobha le-Ekurhuleni, ezenza ibizelo bona iNdlu yesiBethamthetho seNarha yenze iphenyo ngokuwohloka komthangalasisekelo wokuphakela igezi eendaweni zabo (Kkz. H Ismail) – (iKomidi yeNdlu yesiBethamthetho yezokuYokuBusa ngeHlanganyela neeNdaba zeNdabuko – iNdlu yesiBethamthetho seNarha).",July
"Petition from the residents of Actonville, Benoni, calling on the Assembly to investigate the high rentals paid by tenants of council-owned flats (Ms H Ismail) – (Portfolio Committee on Human Settlements, Water and Sanitation – National Assembly).","Incwadi yeenlilo yezakhamuzi zendawo ye-Actonville, Benoni, eyenza ibizelo bona iNdlu yesiBethamthetho seNarha iphenye mayelana nokubhadela okubiza khulu kwemali yokuqatjha ebhadelwa baqatjhi emafledeni abanikazi okumakhansela (Kkz. H Ismail) – (iKomidi yesiBethethamthetho seNarha yezokuHlaliswa kwaBantu, Amanzi nokuThuthwa kweFucufucu – iNdlu yesiBethamthetho seNarha).",July
"Petition from the residents of Jamestown, Stellenbosch, calling on the Assembly to investigate the transfer, by Eskom, of management powers over the electricity network in Jamestown to Stellenbosch municipality (Dr L Shreiber) – (Portfolio Committee on Public Enterprises -  National Assembly).","Incwadi yeenlilo evela ezakhamuzini ze-Jamestown, e-Stellenbosch, ebawa bona iNdlu yesiBethamthetho seNarha iphenye ngokudluliselwa kwamandla wokuphatha, yi-Eskom, bona kusasabalaliswa igezi e-Jamestown ngumasipala we-Stellenbosch (Dr L Shreiber) – (iKomidi yesiBethamthetho seNarha yamaBubulo womBuso – iNdlu yesiBethamthetho seNarha).",July
"Petition from the residents of Germiston, Ekurhuleni, calling on the Assembly to investigate power outages in Germiston (Ms M Clarke) – (Portfolio Committee on Public Enterprises - National Assembly).","Incwadi yeenlilo evela ezakhamuzini ze-Germiston, e-Ekurhuleni, ebawa iNdlu yesiBethamthetho seNarha bona iphenye ngokuqima kwegezi e-Germiston (Mma M Clarke) – (iKomidi yesiBethamthetho seNarha yamaBubulo womBuso – iNdlu yesiBethamthetho seNarha).",July
"Petition from the residents of Letsitele Town, Ward 23, Tzaneen, calling on the Assembly to ensure that the Tzaneen municipality abides by the laws, by-laws and regulations, and that it implements the prescribed environmental and applicable zoning, as well as monitor and halt all illegal activities (Ms D van der Walt) – (Portfolio Committee on Cooperative Governance and Traditional Affairs - National Assembly).","Incwadi yeenlilo evela ezakhamuzini ze-Drobheni le-Letsitele, ku-Ward 23, e-Tzaneen, ebawa bona iNdlu yesiBethamthetho seNarha iyaqinisekisa bona umasipala we-Tzaneen ulandela umthetho, nomthetho wabomasipala neembandela ebekiweko, begodu usebenzisa imilayo ebekiweko wezemvelo bewaba iindawo ngokufaneleko, begodu utjheje bewuphelise nazozoke izehlakalo ezingekho emthethweni (Mma D van der Walt) – (iKomidi yesiBethamthetho seNarha yokuBusa ngokuHlanganyela neeNdaba zeNdabuko – iNdlu yesiBethamthetho seNarha).",July
"Petition from the farmers and the community of Tzaneen, Limpopo, represented by AGRI Letaba, calling on the Assembly to investigate severe electricity outages, power dips, low voltage and poor to no maintenance since 2016 as a result of the failure of the Greater Tzaneen Municipality (Ms D van der Walt) – (Portfolio Committee on Cooperative Governance and Traditional Affairs – National Assembly).","Incwadi yeenlilo evela kubosomaplasi nomphakathi we-Tzaneen, e-Limpopo, ezijanyelwe yi-AGRI Letaba, ebawa iNdlu yesiBethamthetho seNarha bona iphenye ngokuqinywa kwegezi okwandileko, ngokwehliswa kwamadla wegezi, ukuphungula kwamandla womlilo nokubhalelwa kokuphathwa kwegezi ukusukela ngomnyaka ween-2016 ngonobangela wokubhalelwa koMasipala we-Greater Tzaneen (Mma D van der Walt) – (iKomidi yesiBethamthetho seNarha yezokuBusa ngokuHlanganyela neeNdaba zeNdabuko – iNdlu yesiBethamthetho seNarha).",July
BILLS REFERRED TO JOINT TAGGING MECHANISM (JTM),IMITHETHOMLINGWA EDLULISELWE KUKOMIDIHLANGANYELA YOKUHLENGA (I-JTM),July
Public Finance Management Amendment Bill [B 13 - 2020] (National Assembly – proposed sec 76).,IsiKhibelelo somThethomlingwa wokuPhathwa kweeMali zomPhakathi [i-B 13 - 2020] (iNdlu yesiBethamthetho seNarha – isg 76 esihlongozwako).,July
BILLS REFERRED TO COMMITTEES,MITHETHOMLINGWA EDLULISELWE EMAKOMIDINI,July
"Protection of State Information Bill [B 6H – 2010] (National Assembly – sec 75) and the President’s reservations on the constitutionality of the Bill as submitted to him (Announcements, Tablings and Committee Reports, 12 June 2020, p 7) – (Portfolio Committee on Justice and Correctional Services – National Assembly).","IsiKhibelelo somThethomlingwa wokuVikelwa kweLwazi lomBuso [i-B 6H – 2010] (iNdlu yesiBethamthetho seNarha – isg 75) begodu nesiqunto esithethwe nguMongameli malungana nokuthi umThethomlingwa lo uyakhambisana nomthethosisekelo njengoba uthunyelwe kuye (iiMemezelo, iZethulo, imiBiko yeKomidi, 12 Mgwengweni 2020, ikh 7) – IKomidi yesiBethamthetho seNarha yezoBulungiswa nomSebenzi wokuVuselelwa kweeMilo – iNdlu yesiBethamthetho seNarha",July
"Liquor Products Amendment Bill [B 10B – 2016] (National Assembly – sec 75) and the President’s reservations on the constitutionality of the Bill as submitted to him (Announcements, Tablings and Committee Reports, 12 June 2020, p 2) – (Portfolio Committee on Agriculture, Land Reform and Rural Development – National Assembly).","IsiKhibelelo somThethomlingwa somKhiqhizo woTjhwala [i-B 10B – 2016] (iNdlu yesiBethamthetho seNarha – isg 75) begodu nesiquntu esithethwe nguMongameli malungana nokuthi umThethomlingwa lo uyakhambisana nomthethomsekelo njengoba uthunyelwe kuye (iiMemezelo, iZethulo imiBiko yeKomidi, 12 Mgwengweni 2020, ikh 2) – Ikomidi yesiBethamthetho seNarha yezeBhoduluko, iNarha nokuThuthukiswa kweNdawo zemaPlasini – iNdlu yesiBethamthetho seNarha)",July
"Performers’ Protection Amendment Bill [B 24B - 2016] (National Assembly – sec 75) and the President’s reservations on the constitutionality of the Bill as submitted to him (Announcements, Tablings and Committee Reports, 22 June 2020, p 2) – (Portfolio Committee on Trade and Industry – National Assembly).","IsiKhibelelo somThethomlingwa wokuVikelwa kwabaLingisi [i-B 24B - 2016] (iNdlu yesiBethamthetho seNarha – isg 75) nombono kaMongameli malungana nokukhambisana nomthethosisekelo komThethomlingwa njengoba uthunyelwe kuye (iiMemezelo, iZethulo nemiBiko yeKomidi, 22 Mgwengweni 2020, ikh 2) – (iKomidi yesiBethamthetho seNarha yezeRhwebo namaBubulo – iNdlu yesiBethamthetho seNarha).",July
Traditional Courts Bill [B 1B – 2017] (National Assembly – sec 76) – (Select Committee on Security and Justice – National Council of Provinces).,UmThethomlingwa wamaKhotho weNdabuko [i-B 1B – 2017] (iNdlu yesiBethamthetho seNarha isig 76) (iKomidi eKhethekileko yezamaPhilo yeNdlu yomKhandlu weNarha oNgamele iimFunda).,July
Cybercrimes Bill [B 6B – 2017] (National Assembly – sec 75) (introduced as Cybercrimes and Cybersecurity Bill [B 6 – 2017]) – (Portfolio Committee on Justice and Correctional Services – National Assembly).,UmThethomlingwa wobuLelesi bamaThungelelwano wokuThintana ngoMoya) [i-B 6B – 2017] (iNdlu yesiBethamthetho seNarha – isig 75) (iKomidi eKhethekileko yezeVikeleko nobuLungiswa yeNdlu yomKhandlu weNarha oNgamele iimFunda).,July
"Copyright Amendment Bill [B 13B - 2017] (National Assembly – sec 75) and the President’s reservations on the constitutionality of the Bill as submitted to him (Announcements, Tablings and Committee Reports, 22 June 2020, p 2) – (Portfolio Committee Trade and Industry – National Assembly).","IsiKhibelelo somThethomlingwa woBunikazi bePahla [i-B 13B - 2017] (indlu yesiBethamthetho seNarha – isg 75) nombono kaMongameli malungana nokukhambisana nomthethosisekelo komThethomlingwa njengoba uthunyelwe kuye (iiMemezelo, iZethulo nemiBiko yeKomidi, 22 Mgwengweni 2020, ikh 2) – (iKomidi yesiBethamthetho seNarha yezeRhwebo namaBubulo – iNdlu yesiBethamthetho seNarha).",July
Road Accident Benefit Scheme Bill [B 17B – 2017] (National Assembly – sec 75) – (Portfolio Committee on Transport – National Assembly).,UmThethomlingwa wesiKhwama sesiBonelelo zeNgozi zeNdleleni [i-B 17B – 2017] (iNdlu yesiBethamthetho seNarha – isg 75) – (iKomidi yesiBethamthetho seNarha yezeenThuthi – iNdlu yesiBethamthetho seNarha).,July
International Crimes Bill [B 37 – 2017] (National Assembly – sec 75) – (Portfolio Committee on Justice and Correctional Services – National Assembly).,UmThethomlingwa wobuLelesi beenTjhabatjhaba [i-B 37 – 2017] (iNdlu yesiBethathetho seNarha – isig 75) (iKomidi yasaFuthi yesiBethamethetho seNarha yezobuLubungiswa nemiSebenzi yezokuVuselelwa kweMilo).,July
"Airports Company Amendment Bill [B 5B – 2018] (National Assembly – sec 75) – (Select Committee on Transport, Public Service and Administration, Public Works and Infrastructure – National Council of Provinces).","Isikhibelelo somThethomlingwa weKampani yamaDoyelo wezeMoyeni [i-B 5B – 2018] (iNdlu yesiBathamthetho seNarha – isig 75) – (iKomidi eKhethekileko yezokuThutha, imiSebenzi yomPhakathi nokuLawulo, imiSebenzi yoMphakathi nomThangalasisekelo – iNdlu yomKhandlu weNarha oNgamele iimFunda).",July
"Air Traffic and Navigation Services Company Amendment Bill [B 6B – 2018] (National Assembly – sec 75) – (Select Committee on Transport, Public Service and Administration, Public Works and Infrastructure – National Council of Provinces).","IsiKhibelelo somThethomlingwa weenThuthu zeMoyeni nemiSebenzi yezokuPhapha [i-B 6B – 2018] (iNdlu yesiBathamthetho seNarha – isig 75) – (iKomidi eKhethekileko yezokuThutha, imiSebenzi yomPhakathi nokuLawulo, imiSebenzi yoMphakathi nomThangalasisekelo – iNdlu yomKhandlu weNarha oNgamele iimFunda)",July
Social Assistance Amendment Bill [B 8B - 2018] (National Assembly – sec 76) – (Select Committee on Health and Social Services – National Council of Provinces).,IsiKhibelelo somThethomlingwa weSizo lezeHlalakuhle [i-B 8B - 2018] (iNdlu yesiBethamthetho seNarha – isg 76) – (iKomidi eKhethekileko yesiBethamtetho seNarha nomSebenzi wezeHlalakuhle – umKhandlu weNarha oNgamele iimFunda).,July
