eng,nso,source
"Copyright Amendment Bill [B 13B - 2017] (National Assembly – sec 75) and the President’s reservations on the constitutionality of the Bill as submitted to him (Announcements, Tablings and Committee Reports, 22 June 2020, p 2) – (Portfolio Committee Trade and Industry – National Assembly).","Molaokakanywaphetošo wa Khophiraethe [B 13B - 2017] (Ngwako wa Bosetšhaba – kar ya 75) le tšeo Mopresidente a sa di laetšego ka go se sepelelane ga Molaokanywa le Molaotheo bjalo ka ge o išitšwe go yena (Ditsebišo, Tšeo di Adilwego Tafoleng le Dipego tša Dikomiti, 22 June 2020, letl 2) – (Komiti ya Phothefolio ya Kgwebo le Intasteri – Ngwako wa Bosetšhaba).",July
Road Accident Benefit Scheme Bill [B 17B – 2017] (National Assembly – sec 75) – (Portfolio Committee on Transport – National Assembly).,Molaokakanywa wa Sekema sa Dikotsi tša Tseleng [B 17B – 2017] (Ngwako wa Bosetšhaba – kar ya 75) – (Komiti ya Phothefolio ya Dinamelwa – Ngwako wa Bosetšhaba).,July
International Crimes Bill [B 37 – 2017] (National Assembly – sec 75) – (Portfolio Committee on Justice and Correctional Services – National Assembly).,Molaokakanywa wa Bosenyi bja Boditšhabatšhaba [B 37 – 2017] (Ngwako wa Bosetšhaba – kar ya 75) – (Komiti ya Phothefolio ya Toka le Ditirelo tša Tshokollo – Ngwako wa Bosetšhaba).,July
"Airports Company Amendment Bill [B 5B – 2018] (National Assembly – sec 75) – (Select Committee on Transport, Public Service and Administration, Public Works and Infrastructure – National Council of Provinces).","Molaokakanywaphetošo wa Dikhamphani tša Boemafofane [B 5B – 2018] (Ngwako wa Bosetšhaba – kar ya 75) – (Komiti yeo e Hlaotšwego ya tša Dinamelwa, Bolaodi le Ditirelo tša Setšhaba, Mešomo ya Setšhaba le Mafarahlahla – Lekgotla la Bosetšhaba la Diprofense).",July
"Air Traffic and Navigation Services Company Amendment Bill [B 6B – 2018] (National Assembly – sec 75) – (Select Committee on Transport, Public Service and Administration, Public Works and Infrastructure – National Council of Provinces).","Molaokakanywaphetošo wa Khamphani ya Sephethephethe sa Moyeng le Ditirelo tša Dinyakišišo tša Ditsela [B 6B – 2018] (Ngwako wa Bosetšhaba – kar ya 75) – (Komiti yeo e Hlaotšwego ya tša Dinamelwa, Bolaodi le Ditirelo tša Setšhaba, Mešomo ya Setšhaba le Mafarahlahla – Lekgotla la Bosetšhaba la Diprofense).",July
Social Assistance Amendment Bill [B 8B - 2018] (National Assembly – sec 76) – (Select Committee on Health and Social Services – National Council of Provinces).,Molaokakanywaphetošo wa Thušo ya tša Leago [B 8B - 2018] (Ngwako wa Bosetšhaba – kar ya 76) – (Komiti yeo e Hlaotšwego ya tša Maphelo le Ditirelo tša Leago– Lekgotla la Bosetšhaba la Diprofense).,July
Prevention of Hate Crimes and Hate Speech Bill [B 9 – 2018] (National Assembly – sec 75) – (Portfolio Committee on Justice and Correctional Services – National Assembly).,Molaokakanywa wa Thibelo ya Bosenyi bja Lehloyo le Polelo ya Lehloyo [B 9 – 2018] (Ngwako wa Bosetšhaba – kar ya 75) – (Komiti ya Phothefolio ya Toka le Ditirelo tša Tshokollo – Ngwako wa Bosetšhaba).,July
State Liability Amendment Bill [B 16 – 2018] (National Assembly – sec 75) – (Portfolio Committee on Justice and Correctional Services – National Assembly).,Molaokakanywaphetošo wa Mekitlana ya Mmušo [B 16 – 2018] (Ngwako wa Bosetšhaba – kar ya 75) – (Komiti ya Phothefolio ya Toka le Ditirelo tša Tshokollo – Ngwako wa Bosetšhaba).,July
"Local Government: Municipal Structures Amendment Bill [B 19B – 2018] (National Assembly – sec 76) – (Select Committee on Cooperative Governance and Traditional Affairs, Water and Sanitation and Human Settlements – National Council of Provinces).","Molaokakanywaphetošo wa Mmušo wa Selegae: Ditho tša Mebasepala [B 19B – 2018] (Ngwako wa Bosetšhaba – kar ya 76) – (Komiti yeo e Hlaotšwego ya Pušotirišano le Merero ya Setšo, Meetse le Kelelatšhila le Bodulo bja Batho– Lekgotla la Bosetšhaba la Diprofense).",July
South African Reserve Bank Bill [B 26 – 2018] (National Assembly – sec 75) – (Standing Committee on Finance – National Assembly).,Molaokakanywa wa Panka ya Peeletšo ya Afrika Borwa [B 26 – 2018] (Ngwako wa Bosetšhaba – kar ya 75) – (Komiti ya Sammaruri ya Ditšhelete– Ngwako wa Bosetšhaba).,July
"National Gambling Amendment Bill [B 27B – 2018] (National Assembly – sec 76) – (Select Committee on Trade and Industry, Economic Development, Small Business Development, Tourism, Labour and Employment – National Council of Provinces).","Molaokakanywaphetošo wa go Kempola ga Bosetšhaba [B 27B – 2018] (Ngwako wa Bosetšhaba – kar ya 76) – (Komiti yeo e Hlaotšwego ya Dikgwebo le Intasteri, Tlhabollo ya Ekonomi, Tlhabollo ya Dikgwebopotlana, Boeti, Mešomo le Thwalo – Lekgotla la Bosetšhaba la Diprofense).",July
National Health Amendment Bill [B 29 – 2018] (National Assembly – sec 76) – (Portfolio Committee on Health – National Assembly).,Molaokakanywaphetošo wa Maphelo a Bosetšhaba [B 29 – 2018] (Ngwako wa Bosetšhaba – kar ya 76) – (Komiti ya Phothefolio ya Maphelo – Ngwako wa Bosetšhaba).,July
Public Finance Management Amendment Bill [B 41  2018] (National Assembly – sec 76) – (Standing Committee on Finance – National Assembly).,Molaokakanywaphetošo wa Taolo ya Matlotlo a Setšhaba [B 41  2018] (Ngwako wa Bosetšhaba – kar ya 76) – (Komiti ya Sammaruri ya tša Matlotlo– Ngwako wa Bosetšhaba).,July
Civil Aviation Amendment Bill [B 44 – 2018] (National Assembly – sec 75) – (Portfolio Committee on Transport – National Assembly).,Molaokakanywaphetošo wa Dinamelwa tša Moyeng [B 44 – 2018] (Ngwako wa Bosetšhaba – kar ya 75) – (Komiti ya Phothefolio ya Dinamelwa – Ngwako wa Bosetšhaba).,July
Local Government: Municipal Systems Amendment Bill [B 2 – 2019] (National Assembly – sec 76) – (Portfolio Committee Cooperative Government and Traditional Affairs – National Assembly).,Molaokakanywaphetošo wa Mmušo wa Selegae: Mananeo a Mmasepala [B 2 – 2019] (Ngwako wa Bosetšhaba – kar ya 76) – (Komiti ya Phothefolio ya Pušotirišano le Merero ya Setšo – Ngwako wa Bosetšhaba).,July
National Health Insurance Bill [B 11 - 2019] (National Assembly – sec 76) – (Portfolio Committee on Health – National Assembly).,Molaokakanywa wa Inšorentshe ya Maphelo a Bosetšhaba [B 11 - 2019] (Ngwako wa Bosetšhaba – kar ya 76) – (Komiti ya Phothefolio ya tša Maphelo – Ngwako wa Bosetšhaba).,July
Recognition of Customary Marriages Amendment Bill [B 12 - 2019] (National Assembly – sec 76) – (Select Committee on Security and Justice – National Council of Provinces).,Molaokakanywaphetošo wa Kamogelo a Manyalo a Setšo [B 12 - 2019] (Ngwako wa Bosetšhaba – kar ya 76) – (Komiti yeo e Hlaotšwego ya Tšhireletšo le Toka – Lekgotla la Bosetšhaba la Diprofense),July
Judicial Matters Amendment Bill [B 13B - 2019] (National Assembly – sec 75) – (Select Committee on Security and Justice - National Council of Provinces).,Molaokakanywaphetošo wa Merero ya tša Toka [B 13B - 2019] (Ngwako wa Bosetšhaba – kar ya 75) – (Komiti yeo e Hlaotšwego ya Tšhireletšo le Toka - Lekgotla la Bosetšhaba la Diprofense).,July
Independent Electricity Management Operator Bill [B 14 - 2019] (National Assembly – sec 76) – (Portfolio Committee on Mineral Resources and Energy – National Assembly).,Molaokakanywa wa Taolo yeo e Ikemego ya Tshepetšo ya Motlagase [B 14 - 2019] (Ngwako wa Bosetšhaba – kar yeo e akantšwego ya 76) – (Komiti ya Phothefolio ya Didirišwa tša Diminerale le Enetši – Ngwako wa Bosetšhaba).,July
Prescription in Civil and Criminal Matters (Sexual Offences) Amendment Bill [B 22B - 2019] (National Assembly – sec 75) – (Select Committee on Security and Justice – National Council of Provinces).,Molaokakanywaphetošo wa Tšhupetšo ya Merero ya Setšhaba le ya Bosenyi (Melato ya tša Thobalano) [B 22B - 2019] (Ngwako wa Bosetšhaba – kar ya 75) – (Komiti yeo e Hlaotšwego ya Tšhireletšo le Toka - Lekgotla la Bosetšhaba la Diprofense).,July
Economic Regulation of Transport Bill [B 1 - 2020] (National Assembly– sec 76) – (Portfolio Committee on Transport – National Assembly).,Molaokakanywa wa Taolo ya Ekonomi ya Dinamelwa [B 1 - 2020] (Ngwako wa Bosetšhaba – kar ya 76) – (Komiti ya Phothefolio ya Dinamelwa – Ngwako wa Bosetšhaba).,July
Auditing Profession Amendment Bill [B 2 - 2020] (National Assembly – sec 75) – (Standing Committee on Finance – National Assembly).,Molaokakanywaphetošo wa Phorofešene ya Bolekodi [B 2 - 2020] (Ngwako wa Bosetšhaba – kar yeo e šišintšwego ya 75) – (Komiti ya Sammaruri ya tša Matlotlo– Ngwako wa Bosetšhaba).,July
Fiscal Responsibility Bill [B 5 - 2020] (National Assembly – sec 76) – (Standing Committee on Finance – National Assembly).,Molaokakanywa wa Maikarabelo a Ditšhelete [B 5 - 2020] (Ngwako wa Bosetšhaba – kar yeo e akantšwego ya 76) – (Komiti ya Sammaruri ya Ditšhelete – Ngwako wa Bosetšhaba).,July
"Upgrading of Land Tenure Rights Amendment Bill [B 6 - 2020] (National Assembly – sec 76) – (Portfolio Committee on Agriculture, Land Reform and Rural Development – National Assembly) [Referred to National House of Traditional Leaders on 3 July 2020].","Molaokakanywaphetošo wa Ditokelo tša Kaonafatšo ya go ba mong wa Naga [B 6 - 2020] (Ngwako wa Bosetšhaba – kar yeo e akantšwego 76) – (Komiti ya Phothefolio ya tša Temo, Tsošološo ya Naga le Tlhabollo ya Magae – Ngwako wa Bosetšhaba).",July
National Road Traffic Amendment Bill [B 7 - 2020] (National Assembly – sec 76) – (Portfolio Committee on Transport – National Assembly).,Molaokakanywaphetošo wa Sephethephethe sa Ditsela tša Bosetšhaba [B7-2020] (Ngwako wa Bosetšhaba – kar yeo e akantšwego 76) – (Komiti ya Phothefolio ya tša Dinamelwa – Ngwako wa Bosetšhaba).,July
Transport Appeal Tribunal Amendment Bill [B 8 - 2020] (National Assembly – sec 76) – (Portfolio Committee on Transport – National Assembly).,Molaokakanywaphetošo wa Aphile ya Tsheko ya Dinamelwa [B8-2020] (Ngwako wa Bosetšhaba – kar yeo e akantšwego 76) – (Komiti ya Phothefolio ya tša Dinamelwa – Ngwako wa Bosetšhaba).,July
Adjustments Appropriation Bill [B 10 - 2020] (National Assembly –sec 77) – (Standing Committee on Appropriations - National Assembly).,Molaokanywaphetošo wa Karoganyo ya Matlotlo [B 9 - 2020] (Ngwako wa Bosetšhaba – kar ya 76) – (Komiti yeo e Hlaotšwego ya Kabo ya Matlotlo – Lekgotla la Bosetšhaba la Diprofense).,July
Disaster Management Tax Relief Bill [B 11 - 2020] (National Assembly – sec 77) – (Standing Committee on Finance - National Assembly).,Molaokakanywa wa Kimollo ya Lekgetho la Taolo ya Masetlapelo [B 11 – 2020] (Ngwako wa Bosetšhaba – kar yeo e akantšwego 77) – (Komiti ya Sammaruri ya Ditšhelete – Ngwako wa Bosetšhaba).,July
Disaster Management Tax Relief Administration Bill [B 12 - 2020] (National Assembly – sec 75) – (Standing Committee on Finance - National Assembly).,Molaokanywa wa Tshepetšo ya Kimollo ya Lekgetho la Taolo ya Masetlapelo [B 12 - 2020] (Ngwako wa Bosetšhaba – kar ya 77) – (Komiti ya Sammaruri ya Ditšhelete – Ngwako wa Bosetšhaba).,July
Public Finance Management Amendment Bill [B 13 - 2020] (National Assembly – sec 76) – (Standing Committee on Finance - National Assembly).,Molaokanywaphetošo wa Taolo ya Ditšhelete tša Setšhaba [B 13 - 2020] (Ngwako wa Bosetšhaba – kar 76) – (Komiti ya Sammaruri ya Ditšhelete – Ngwako wa Bosetšhaba).,July
Employment Equity Amendment Bill [B 14 - 2020] (National Assembly – proposed sec 75) – (Portfolio Committee on Employment and Labour – National Assembly).,Molaokakanywa wa Tekanetšo ya Mešomo Amendment Bill [B 14 - 2020] (Ngwako wa Bosetšhaba – kar yeo e akantšwego ya 75).,July
BILLS RETURNED TO ASSEMBLY FOR CONSIDERATION OF PRESIDENT’S RESERVATIONS,MELAOKAKANYWA YA GO BUŠETŠWA KE MOPRESIDENTE NGWAKONG GORE TŠEO DI SA MO FETIŠEGO DI LEBELELWE,July
Protection of State Information Bill [B 6H – 2010] (National Assembly – sec 75).,Molaokakanywa wa Tšhireletšo ya Tshedimošo ya Mmušo [B 6H – 2010] (Ngwako wa Bosetšhaba – kar ya 75).,July
Liquor Products Amendment Bill [B 10B – 2016] (National Assembly – sec 75).,Molaokakanywaphetošo wa Ditšweletšwa tša Bjala [B 10B – 2016] (Ngwako wa Bosetšhaba – kar ya 75).,July
Performers’ Protection Amendment Bill [B24B - 2016] (National Assembly – sec 75).,Molaokakanywaphetošo wa Tšhireletšo ya Baphethagatši [B24B - 2016] ((Ngwako wa Bosetšhaba – kar   ya 75).,July
Copyright Amendment Bill [B13B - 2017] (National Assembly – sec 75).,Molaokakanywaphetošo wa Khophiraethe [B13B - 2017] (Ngwako wa Bosetšhaba – kar ya 75).,July
"BILLS, SUBJECT TO PROPOSED AMENDMENTS, PASSED BY NATIONAL COUNCIL OF PROVINCES AND RETURNED TO NATIONAL ASSEMBLY FOR CONCURRENCE","MELAOKAKANYWA YEO, GO YA KA DIPHETOGO TŠEO DI ŠIŠINTŠWEGO, E FETIŠITŠWEGO KE LEKGOTLA LA BOSETŠHABA LA DIPROFENSE GOMME YA BUŠETŠWA GO NGWAKO WA BOSETŠHABA MORERONG WA TUMELELANO",July
Cybercrimes Bill [B 6B – 2017] (National Assembly – sec 75) (introduced as Cybercrimes and Cybersecurity Bill [B 6 – 2017]).,Molaokanywa wa Bosenyi bja Inthanete [B 6B – 2017] (Ngwako wa Bosetšhaba – kar ya 75) (o tsebagaditšwe bjalo ka Molaokakanywa wa Bosenyi bja Inthanete le Tšhireletšo ya Inthanete [B 6 – 2017]).,July
BILLS PASSED BY NATIONAL ASSEMBLY AND TRANSMITTED TO NATIONAL COUNCIL OF PROVINCES FOR CONCURRENCE,MELAOKAKANYWA YEO E FETIŠITŠWEGO KE NGWAKO WA BOSETŠHABA GOMME YA FETIŠETŠWA GO LEKGOTLA LA BOSETŠHABA LA DIPROFENSE MORERONG WA TUMELELANO,July
Traditional Courts Bill [B 1B – 2017] (National Assembly – sec 76).,Molaokakanywa wa Dikgorotsheko tša Setšo [B 1B – 2017] (Ngwako wa Bosetšhaba – kar   ya 76).,July
Airports Company Amendment Bill [B 5B – 2018] (National Assembly – sec 75).,Molaokakanywaphetošo wa Dikhamphani tša Boemafofane [B 5B – 2018] (Ngwako wa Bosetšhaba – kar ya 75).,July
Air Traffic and Navigation Services Company Amendment Bill [B 6B – 2018] (National Assembly – sec 75).,Molaokakanywaphetošo wa Khamphani ya Sephethephethe sa Moyeng le Ditirelo tša Dinyakišio tša Ditsela [B 6B – 2018] (Ngwako wa Bosetšhaba – kar ya 75).,July
Social Assistance Amendment Bill [B 8B - 2018] (National Assembly – sec 76).,Molaokakanywaphetošo wa Thušo ya tša Leago [B 8B - 2018] (Ngwako wa Bosetšhaba – kar ya 76).,July
Local Government: Municipal Structures Amendment Bill [B 19B – 2018] (National Assembly – sec 76).,Molaokakanywaphetošo wa Mmušo wa Selegae: Ditho tša Mmasepala [B 19B – 2018] (Ngwako wa Bosetšhaba – kar ya 76).,July
National Gambling Amendment Bill [B 27B – 2018] (National Assembly – sec 76).,Molaokakanywaphetošo wa Go Kempola ga Bosetšhaba [B 27B – 2018] (Ngwako wa Bosetšhaba – kar ya 76).,July
Recognition of Customary Marriages Amendment Bill [B 12 - 2019] (National Assembly – sec 76).,Molaokakanywaphetošo wa Kamogelo ya Manyalo a Setšo [B 12 - 2019] (Ngwako wa Bosetšhaba – kar 76).,July
Judicial Matters Amendment Bill [B 13B - 2019] (National Assembly – sec 75).,Molaokaknywaphetošo wa Merero ya tša Toka [B 13B - 2019] (Ngwako wa Bosetšhaba – kar ya 7).,July
Prescription in Civil and Criminal Matters (Sexual Offences) Amendment Bill [B 22B - 2019] (National Assembly – sec 75).,Molaokakanywaphetošo wa Tšhupetšo ya Merero ya Setšhaba le ya Bosenyi (Melato ya tša Thobalano [B 22B - 2019] (Ngwako wa Bosetšhaba – kar ya 75).,July
INTERNATIONAL AGREEMENTS,DIKWANO TŠA BODITŠHABATŠHABA,July
"Agreement between the Government of the Republic of South Africa and the International Centre for Genetic Engineering and Biotechnology (ICGEB) on the Establishment of an International Centre for Genetic Engineering and Biotechnology (ICGEB) Component in the Republic of South Africa (Tabled on 18 September 2019) (NA: Referred to Portfolio Committee on Higher Education, Science and Technology on 19 September 2019 - reported on 5 December 2019 – approved on 10 March 2020) (NCOP: Referred to Select Committee on Education and Technology, Sports, Arts and Culture on 19 November 2019 – reported on 26 May 2020).","Kwano magareng ga Mmušo wa Rephabliki ya Afrika Borwa le Senthara ya Boditšhabatšhaba ya Boentšineere bja tša Ditšini le Paotheknolotši (ICGEB) ka ga Tlhamo ya Senthara ya Boditšhabatšhaba la Boentšineere bja tša Ditšini le Paotheknolotši (ICGEB) Rephabliking ya Afrika Borwa (Ya alwa tafoleng ka la 18 Setemere 2019) (NA: E fetišeditšwe go Komiti ya Phothefolio ya Thuto ya Godimo, Mahlale le Theknolotši ka 19 Setemere 2019- e begilwe ka 5 Disemere 2019- ya fetišwa ka la 10 Matšhe) (NCOP: E fetišeditšwe go Komiti yeo e Hlaotšwego ya Thuto le Theknolotši, Dipapadi, Bokgabo le Setšo ka la 19 Nofemere 2019 – e begilwe ka 26 Mei 2020).",July
