eng,zul,source
"Debate on Vote No 25 – Justice and Constitutional Development, Adjustments Appropriation Bill [B 10 - 2020] (National Assembly – sec 77).","Inkulumompikiswano ngeVoti lama-25- EzobuLungiswa nokuThuthukiswa koMthethosisekelo, UkuLungiswa koMthethosivivinywa wokwaBiwa kweMali [B 10 - 2020] (IsiShayamthetho sikaZwelonke – isigaba sama- 77).",July
Virtual meeting platform: 16:15,Umhlangano nge-Intanethi: 16:15,July
ORDER OF THE DAY:,IZINHLELO ZOSUKU:,July
"Debate on Vote No 32 – Environment, Forestry and Fisheries, Adjustments Appropriation Bill [B 10 - 2020] (National Assembly – sec 77).","Inkulumompikiswano ngeVoti lama-32 – Ezemvelo, Amahlathi nokuDoba UkuLungiswa koMthethosivivinywa wokwaBiwa kweMali [B 10 - 2020] (IsiShayamthetho sikaZwelonke – isigaba sama- 77).",July
FURTHER BUSINESS,OKUNYE OKUZODINGIDWA,July
ORDERS OF THE DAY:,IZINHLELO ZOSUKU:,July
"Consideration of Report of Portfolio Committee on Police on Appointment of Executive Director of Independent Police Investigative Directorate (Announcements, Tablings and Committee Reports, 22 July 2020, p 4).","Ukucutshungulwa KoMbiko WeKomidi LesiShayamthetho   elibhekele ezamaPhoyisa ngokuBekwa esikhundleni koMqondisi Omkhulu wokuPhenywa kwamaPhoyisa okuziMele (Izimemezelo, uKwethulwa kwemithetho kanye nemiBiko yeKomidi, yamhla zingama-22 kuNtulikazi wezi- 2020, ikh 4).",July
"Consideration of Report of Portfolio Committee on Cooperative Governance and Traditional Affairs on 2020/21 Special Adjustment Budgets of Departments of Cooperative Governance and Traditional Affairs and entities (Announcements, Tablings and Committee Reports, 17 July 2020, p 260).","Ukucutshungulwa KoMbiko WeKomidi LesiShayamthetho   elibhekele EzokuBusa NgoKubambisana kanye Nezindaba zeNdabuko mayelana neSabiwomali Esikhethekile Esilungisewe soMnyango WezokuBusa NgoKubambisana kanye Nezindaba zeNdabuko kanye nezinkampani ezingaphansi kwawo wezi-2020/21 (Izimemezelo, uKwethulwa kwemithetho kanye nemiBiko yeKomidi, yamhla ziyi-17 kuNtulikazi wezi- 2020, ikh 260).",July
"Consideration of Report of Portfolio Committee on Women, Youth and Persons with Disabilities on Adjusted Annual Performance Plan and Budget of Department of Women, Youth and Persons with Disabilities, National Youth Development Agency and Commission for Gender Equality for financial year 2020/21 (Announcements, Tablings and Committee Reports, 17 July 2020, p 237).","Ukucutshungulwa KoMbiko WeKomidi LesiShayamthetho   elibhekele Abesifazane, Intsha kanye Nabantu Abaphila ngokukhubazeka mayelana Nesu Lokusebenza Elilungisiwe kanye neSabiwomali soMnyango Wabesifazane, Intsha kanye Nabantu Abakhubazekile, i-Ejensi kaZwelonke Yokuthuthukisa Intsha kanye neKhomishana Yezokulingana Ngokobulili kowezi-2020/21 (Izimemezelo, uKwethulwa kwemithetho kanye nemiBiko yeKomidi, yamhla ziyi, 17 kuNtulikazi wezi-2020, ikh 237).",July
"Consideration of Report of Portfolio Committee on Higher Education, Science and Technology on Commission for Gender Equality Report on Gender Transformation at Tertiary Institutions 2018/19 (Announcements, Tablings and Committee Reports, 17 July 2020, p 230).","Ukucutshungulwa KoMbiko WeKomidi LesiShayamthetho   elibhekele Ezemfundo Ephakeme, iSayensi kanye Nezobuchwepheshe mayelana noMbiko weKhomishana Yezokulingana mayelana nenguquko Ezikhungweni zemfundo Ephakeme wezi-2018/19 (Izimemezelo, uKwethulwa kwemithetho kanye nemiBiko yeKomidi, yamhla ziyi-17 kuNtulikazi wezi-2020, ikh 230).",July
"Consideration of Report of Portfolio Committee on Higher Education, Science and Technology on Sector Education and Training Authorities and National Skills Fund 2020 – 2025 Strategic Plans and 2020/21 Annual Performance Plans and Budgets (Announcements, Tablings and Committee Reports, 17 July 2020, p 205).","Ukucutshungulwa koMbiko WeKomidi LesiShayamthetho elibhekele Ezemfundo Ephakeme, iSayensi kanye Nezobuchwepheshe mayelana Kwesikhwama Sikazwelonke Sokubhekelela Ukuqeqeshelwa Amakhono kanye Nezikhungo Zokuqeqesha wezi- 2020 – 2025 Uhlelo Lwamasu kanye Namasu Okusebenza konyaka neSabiwomali sowe- 2020/21 (Izimemezelo, uKwethulwa kwemithetho kanye nemiBiko yeKomidi, yamhla ziyi, 17 kuNtulikazi wezi- 2020, ikh205).",July
"Consideration of Report of Portfolio Committee on Higher Education, Science and Technology on 2020/21 Special Adjustment Budget Vote 17: Higher Education and Training (Announcements, Tablings and Committee Reports, 17 July 2020, p 193).","Ukucutshungulwa koMbiko WeKomidi LesiShayamthetho elibhekele Ezemfundo Ephakeme, iSayensi kanye Nezobuchwepheshe mayelana mayelana eSabiwomali Esikhethekile Esilungisiwe iVoti le-17 lowezi-2020/21: Ezemfundo Ephakeme kanye Nezokuqeqesha (Izimemezelo, uKwethulwa kwemithetho kanye nemiBiko yeKomidi, yamhla ziyi-17 kuNtulikazi wezi 2020, ikh 193).",July
"Consideration of Report of Portfolio Committee on Higher Education, Science and Technology on 2020/21 Special Adjustment Budget Vote 35: Science and Innovation (Announcements, Tablings and Committee Reports, 17 July 2020, p 182).","Ukucutshungulwa koMbiko WeKomidi LesiShayamthetho elibhekele Ezemfundo Ephakeme, iSayensi kanye Nezobuchwepheshe mayelana neSabiwomali Esikhethekile Esilungisiwe iVoti lama-35 lowezi-2020/21 35: EzeSayensi kanye Nokwenza izinto ezintsha (Izimemezelo, uKwethulwa kwemithetho kanye nemiBiko yeKomidi, yamhla ziyi-17 kuNtulikazi wezi- 2020, ikh 182).",July
"Consideration of Report of Portfolio Committee on International Relations and Cooperation on 4th Quarter 2019/20 expenditure performance of Department of International Relations and Cooperation and African Renaissance and International Cooperation Fund (Announcements, Tablings and Committee Reports, 17 July 2020, p 173).","Ukucutshungulwa koMbiko WeKomidi LesiShayamthetho elibhekele Ezobudlelwano Bamazwe Omhlaba Nokubambisana-mayelana nokusebenza kwezimali kweKota le-4 kowezi- 2019/20 koMnyango Wezobudlelwane Bamazwe Omhlaba Nokubambisana kanye ne- African Renaissance neSikhwama Samazwe Omhlaba (Izimemezelo, uKwethulwa kwemithetho kanye nemiBiko yeKomidi, yamhla ziyi -17 kuNtulikazi wei-2020, ikh 173).",July
"Consideration of Report of Portfolio Committee on International Relations and Cooperation on Supplementary Budget Vote 6: International Relations and Cooperation (Announcements, Tablings and Committee Reports, 17 July 2020, p 158).","Ukucutshungulwa koMbiko WeKomidi LesiShayamthetho elibhekele Ezobudlelwano Bamazwe Omhlaba Nokubambisana mayelana neSabiwomali Esingezelelweyo iVoti lesi-6: Ezobudlelwano Bamazwe Omhlaba Nokubambisana (Izimemezelo, uKwethulwa kwemithetho kanye nemiBiko yeKomidi, yamhla ziyi-17 kuNtulikazi wezi- 2020, ikh 158).",July
"Consideration of Report of Portfolio Committee on Justice and Correctional Services on Vote No 27 – Office of the Chief Justice for 2020/21, as contained in Adjustments Appropriation Bill [B10-2020] (Announcements, Tablings and Committee Reports, 17 July 2020, p 147).","Ukucutshungulwa koMbiko WeKomidi LesiShayamthetho elibhekele Ezobulungiswa Nokuhlunyeleliswa kwezimilo iVoti lama- 27 – IHhovisi LeJaji Eyinhloko kowezi-2020/21, njengoba kuqukethwe kuMthethosivivinywa Wokulungisa Ukwabiwa Kwezimali [B 10 - 2020] ((Izimemezelo, uKwethulwa kwemithetho kanye nemiBiko yeKomidi, yamhla ziyi 17 kuNtulikazi wezi- 2020, ikh 147).",July
"Consideration of Report of Portfolio Committee on Justice and Correctional Services on Vote No 25 – Justice and Constitutional Development for 2020/21, as contained in Adjustments Appropriation Bill [B10-2020] (Announcements, Tablings and Committee Reports, 17 July 2020, p 130).","Ukucutshungulwa koMbiko WeKomidi LesiShayamthetho elibhekele Ezobulungiswa Nokuhlunyeleliswa Kwezimilo mayelana neVoti lama- 25 – Ezobulungiswa Nokuthuthukiswa koMthethosivivinywa wezi-2020/21, njengoba kuqukethwe kuMthethosivivinywa Wokulungisa Ukwabiwa Kwezimali [B 10 - 2020] (Izimemezelo, uKwethulwa kwemithetho kanye nemiBiko yeKomidi, yamhla ziyi,17 kuNtulikazi wezi- 2020 ikh 130).",July
"Consideration of Report of Portfolio Committee on Justice and Correctional Services on Vote 22: Correctional Services, as contained in Adjustments Appropriation Bill [B10-2020] (Announcements, Tablings and Committee Reports, 17 July 2020, p 121).","Ukucutshungulwa koMbiko WeKomidi LesiShayamthetho elibhekele Ezobulungiswa Nokuhlunyeleliswa kwezimilo mayelana neVoti lama- 22: Ezokuhlunyeleliswa kwezimilo, njengoba kuqukethwe kuMthethosivivinywa Wokulungisa Ukwabiwa Kwezimali [B 10 - 2020] (Izimemezelo, uKwethulwa kwemithetho kanye nemiBiko yeKomidi, yamhla ziyi- 2020, ikh 121).",July
"Consideration of Report of Portfolio Committee on Human Settlements, Water and Sanitation on Supplementary Adjusted Budget and Revised 2020/21 Annual Performance Plan of Department of Water and Sanitation (Vote 41) (Announcements, Tablings and Committee Reports, 17 July 2020, p 113).","Ukucutshungulwa koMbiko WeKomidi LesiShayamthetho elibhekele Ezokuhlaliswa Kwabantu, Amanzi Nokukhucululwa kwendle mayelana neSabiwomali Esengezelelweyo Nesibukeziwe sowezi-2020/21 	Isu lokusebenza loMnyango Wezamanzi Nokukhucululwal kwendle (IVoti lama- 41) (Izimemezelo, uKwethulwa kwemithetho kanye nemiBiko yeKomidi, yamhla ziyi-17 kuNtulikazi wezi- 2020, ikh 113).",July
"Consideration of Report of Portfolio Committee on Human Settlements, Water and Sanitation on Supplementary Budget Vote No 33 of Department of Human Settlements (Announcements, Tablings and Committee Reports, 17 July 2020, p 107).","Ukucutshungulwa koMbiko WeKomidi LesiShayamthetho elibhekele Ezokuhlaliswa Kwabantu, Amanzi Nokukhucululwa kwendle mayelana neSabiwomali Esengezelelweyo iVoti lama-33 loMnyango Wezamanzi Nokukhucululwal kwendle (Izimemezelo, uKwethulwa kwemithetho kanye nemiBiko yeKomidi, yamhla ziyi, 17 kuNtulikazi wezi- 2020 ikh 107).",July
"Consideration of Report of Portfolio Committee on Public Enterprises on Adjustment Allocations of Budget Vote 10: Public Enterprises (Announcements, Tablings and Committee Reports, 17 July 2020, p 98).","Ukucutshungulwa koMbiko WeKomidi LesiShayamthetho elibhekele Izinkampani zikaHulumeni mayelana Nokwabiwa Kwezinguquko kweSabiwomali seVoti le- 10: Izinkampani zikaHulumeni (Izimemezelo, uKwethulwa kwemithetho kanye nemiBiko yeKomidi, yamhla ziyi- 17 kuNtulikazi wezi- 2020, ikh 98).",July
"Consideration of Report of Portfolio Committee on Trade and Industry on Implications of Adjustments Appropriation Bill [B10-2020] on Budget Vote 39: Trade, Industry and Competition (Announcements, Tablings and Committee Reports, 17 July 2020, p 63).","Ukucutshungulwa koMbiko WeKomidi LesiShayamthetho elibhekele Ezokuhweba Nezimboni Imiphumela yoMtthethosivivinywa Wokulungiswa KweSabiwomali [B10-2020] mayelana neSabiwomali seVoti lama- 39: Ezohwebo, Izimboni Nokuncintisana (Izimemezelo, uKwethulwa kwemithetho kanye nemiBiko yeKomidi, yamhla ziyi - 17 kuNtulikazi wezi- 2020, ikh 63).",July
"Consideration of Report of Portfolio Committee on Small Business Development on Adjustment Budget Vote 36 of Department of Small Business Development for financial year 2020/21 (Announcements, Tablings and Committee Reports, 17 July 2020, p 54).","Ukucutshungulwa koMbiko WeKomidi LesiShayamthetho elibhekele Ezokuthuthukiswa Kwamabhizinisi amancane mayelana neSabiwomali Esilunisiwe iVoti lama-36 soMnyango Wokuthuthukiswa Kwamabhizinisi amancane sonyaka wezi2020/21 (Izimemezelo, uKwethulwa kwemithetho kanye nemiBiko yeKomidi, yamhla ziyi 17 kuNtulikazi wezi- 2020, ikh 54).",July
"Consideration of Report of Portfolio Committee on Public Service and Administration on Revised Adjustment Strategic Plan 2019/20—2023/24, Annual Performance Plan 2020/21 and Budget Vote 12: Public Service Commission (Announcements, Tablings and Committee Reports, 17 July 2020, p 46).","Ukucutshungulwa koMbiko WeKomidi LesiShayamthetho elibhekele Imisebenzi Yomphakathi Nokulawulwa kwayo mayelana Nesu lokuphatha elilungisiwe lowezi-19/20—2023/24, Isu lokusebenza konyaka wezi-2020/21 nesabiwomali iVoti le- 12: IKhomishani Yemisebenzi Yomphakathi (Izimemezelo, uKwethulwa kwemithetho kanye nemiBiko yeKomidi, yamhla ziyi -17 kuNtulikazi wezi- 2020, ikh 46).",July
"Consideration of Report of Portfolio Committee on Public Service and Administration on Revised Adjustment Strategic Plan 2019/20—2023/24, Annual Performance Plan 2020/21 and Budget Vote 7: National School of Government (Announcements, Tablings and Committee Reports, 17 July 2020, p 39).","Ukucutshungulwa koMbiko WeKomidi LesiShayamthetho elibhekele Imisebenzi Yomphakathi Nokulawulwa kwayo mayelana Nesu lokuphatha elilungisiwe wezi- 2019/20—2023/24, Isu lokusebenza konyaka wezi-2020/21 nesabiwomali iVoti lesi-2020/21neSabiwomali seVoti lesi-7: IsiKhungo SikaZwelonke Sezokuphatha (Izimemezelo, uKwethulwa kwemithetho kanye nemiBiko yeKomidi yamhla ziyi-17 kuNtulikazi wezi- 2020, ikh 39).",July
"Consideration of Report of Portfolio Committee on Public Service and Administration on Revised Adjustment Strategic Plan 2019/20—2023/24, Annual Performance Plan 2020/21 and Budget Vote 9: Department of Planning, Monitoring and Evaluation (Announcements, Tablings and Committee Reports, 17 July 2020, p 26).","Ukucutshungulwa koMbiko WeKomidi LesiShayamthetho elibhekele Imisebenzi Yomphakathi Nolkulawulwa kwayo mayelana nesu lokusebenza konyaka wezi-2019/20—2023/24, Isu lokusebenza lonyaka wezi- 2020/21 neVoti lesi-Voti 9: (Izimemezelo, uKwethulwa kwemithetho kanye nemiBiko yeKomidi, yamhla ziyi -17 kuNtulikazi wezi- 2020).",July
"Consideration of Report of Portfolio Committee on Public Service and Administration on Revised Adjustment Strategic Plan 2019/20—2023/24, Annual Performance Plan 2020/21 and Budget Vote 11: Department of Public Service and Administration (Announcements, Tablings and Committee Reports, 17 July 2020, p 15).","Ukucutshungulwa koMbiko WeKomidi LesiShayamthetho elibhekele Imisebenzi kahulumeni Nokulawulwa kawyo mayelana Nesu elilungisiwe Lokusebenza lowezi-2019/20—2023/24, Isu lokusebenza lonyaka wezi-2020/21 neSabiwomali seVoti le- 11: UMnyango Wezemisebenzi Yomphakathi Nokulawulwa kwayo (Izimemezelo, uKwethulwa kwemithetho kanye nemiBiko yeKomidi, yamhla ziyi-17 kuNtulikazi wezi- 2020, ikh 15).",July
"Consideration of Report of Portfolio Committee on Public Service and Administration on Revised Adjustment Strategic Plan 2019/20—2023/24, Annual Performance Plan 2020/21 and Budget Vote 14 of Statistics South Africa (Announcements, Tablings and Committee Reports, 17 July 2020, p 4).","Ukucutshungulwa koMbiko WeKomidi LesiShayamthetho elibhekele Imisebenzi kahulumeni Nokulawulwa kwayo mayelana Nesu Lokusebenza Elilungisiwe lowezi-2019/20—2023/24, Isu Lokusebenza Lonyaka wezi-2020/21 neSabiwomali iVoti le-Voti 14 se-Statistics South Africa (Izimemezelo, uKwethulwa kwemithetho kanye nemiBiko yeKomidi, yamhla ziyi- 17 kuNtulikazi wezi- 2020, ikh 4).",July
"Consideration of Report of Portfolio Committee on Tourism on Adjusted Budget Vote 38: Tourism (Announcements, Tablings and Committee Reports, 16 July 2020, p 84).","Ukucutshungulwa koMbiko weKomidi LesiShayamthetho elibhekele ezokuVakasha ngeSabelomali esiHlelwe Kabusha iVoti 38: Ezokuvakasha (Izimemezelo, Izethulo, umbiko weKomiti mhlaziyi-16 kuNtulikazi wezi, 2020, ikh 84).",July
"Consideration of Report of Portfolio Committee on Social Development on Revised Budget Vote 19, Revised Annual Performance Plans of Department of Social Development and entities for 2020/21 (Announcements, Tablings and Committee Reports, 16 July 2020, p 68).","Ukucutshungulwa koMbiko weKomidi LesiShayamthetho elibhekele Ezokuthuthukiswa Komphakathi Ngesabelomali Esihlelwe Kabusha iVoti 19, Uhlelo Lonyaka Lokusebenza Lomnyango Wezokuthukiswa Komphakathi Kanye nezikhungo ezingaphansi kwawo kunyaka wezi- 2020/21 (Izimemezelo, Izethulo, umbiko weKomiti mhlaziyi, 16 kuNtulikazi wezi, 2020, ikh, 68).",July
"Consideration of Report of Portfolio Committee on Environment, Forestry and Fisheries on Revised amendments to Annual Performance Plan of Department of Environment, Forestry and Fisheries for 2020/21 (Announcements, Tablings and Committee Reports, 16 July 2020, p 55).","Ukucutshungulwa koMbiko weKomidi LesiShayamthetho elibhekele Ezemvelo, Amahlathi, Ezokudoba, Ngezichibiyelo Ezintsha Ngohlelo Lokusebenza Lonyaka LoMnyango Wezemvelo, Amahlathi kanye Nokudoba wezi, 2020/21 (Izimemezelo, Izethulo, umbiko weKomiti mhlaziyi, 16 kuNtulikazi wezi, 2020, ikh, 55).",July
"Consideration of Report of Standing Committee on Finance on Special Adjustments Budget Vote 8: National Treasury (Announcements, Tablings and Committee Reports, 16 July 2020, p 48).","Ukucutshungulwa koMbiko weKomidi Elimileyo Lezimali LesiShayamthetho Ngezichibiyelo Eziphuthumayo ku-Voti 8: Umgcinimafa Kazwelonke (Izimemezelo, Izethulo, umbiko weKomiti mhlaziyi, 16 kuNtulikazi wezi, 2020, ikh, 48).",July
"Consideration of Report of Portfolio Committee on Health on Adjusted Budget Vote 18 of Department of Health (Announcements, Tablings and Committee Reports, 16 July 2020, p 41).","Ukucutshungulwa koMbiko weKomidi LesiShayamthetho elibhekele Ezempilo Ngesabelomali Esihlelwe Kabusha iVoti: 18 uMnyango Wezempilo (Izimemezelo, Izethulo, umbiko weKomiti mhlaziyi, 16 kuNtulikazi wezi, 2020, ikh 41).",July
"Consideration of Report of Portfolio Committee on Defence and Military Veterans on 2020 Special Adjustments Budget for Vote 26 Military Veterans (Announcements, Tablings and Committee Reports, 16 July 2020, p 35).","Ukucutshungulwa koMbiko weKomidi LesiShayamthetho elibhekele Ezokuvikela Kanye Nezimnkantshubovu Ngezichibiyelo Eziphuthumayo ku-Voti, 26 Nezimnkantshubomvu (Izimemezelo, Izethulo, umbiko weKomiti mhlaziyi, 16 kuNtulikazi wezi, 2020, ikh 35).",July
"Consideration of Report of Portfolio Committee on Defence and Military Veterans on 2020 Special Adjustments Budget for Vote 23 Defence (Announcements, Tablings and Committee Reports, 16 July 2020, p 18).","Ukucutshungulwa koMbiko weKomidi LesiShayamthetho elibhekele Ezokuvikela Kanye Nezimnkantshubovu Ngezichibiyelo Eziphuthumayo ku-Voti, 23 Ezokuvikela (Izimemezelo, Izethulo, umbiko weKomiti mhlaziyi, 16 kuNtulikazi wezi, 2020, ikh 18).",July
"Consideration of Report of Portfolio Committee on Employment and Labour on Adjusted Budget Vote 31: Employment and Labour and Revised Annual Performance Plan of Department 2020/21 (Announcements, Tablings and Committee Reports, 16 July 2020, p 5).","Ukucutshungulwa koMbiko weKomidi LesiShayamthetho elibhekele Ukuqashwa Kanye Nezemisebenzi Ngesabelomali Esihlelwe Kabusha Voti 31: Ngohlelo Lomnyango Lonyaka Lokusebenza Oluhlelwe Kabusha, 2020/21 (Izimemezelo, Izethulo, umbiko weKomiti mhlaziyi, 16 kuNtulikazi wezi, 2020, ikh 5).",July
