eng,afr,source
"Consideration of Report of Portfolio Committee on Trade and Industry on Oversight visit to Western Cape (Announcements, Tablings and Committee Reports, 23 June 2020, p 4).","Oorweging van Verslag van Portefeuljekomitee oor Handel en Nywerheid oor Oversight visit to Western Cape (Aankondigings, Tertafelleggings en Komiteeverslae, 23 Junie 2020, bl 4).",July
"Consideration of Report of Joint Standing Committee on Defence on Letters from the President on Employment of South African National Defence Force in Mozambique Channel, Democratic Republic of Congo, to Wuhan City in Hubei Province of People’s Republic of China, and in support of South African Police Service and other State Departments (Announcements, Tablings and Committee Reports, 19 June 2020, p 3).","Oorweging van Verslag van Gesamentlike Staande Komitee oor Verdediging oor Letters from the President on Employment of South African National Defence Force in Mozambique Channel, Democratic Republic of Congo, to Wuhan City in Hubei Province of People’s Republic of China, and in support of South African Police Service and other State Departments (Aankondigings, Tertafelleggings en Komiteeverslae, 19 Junie 2020, bl 3).",July
"Consideration of Report of Portfolio Committee on Employment and Labour on Second Quarterly Report regarding performance of Department of Employment and Labour and entities in meeting strategic objectives for 2019/20 (Announcements, Tablings and Committee Reports, 18 June 2020, p 120).","Oorweging van Verslag van Portefeuljekomitee oor Indiensneming en Arbeid oor Second Quarterly Report regarding performance of Department of Employment and Labour and entities in meeting strategic objectives for 2019/20 (Aankondigings, Tertafelleggings en Komiteeverslae, 18 Junie 2020, bl 120).",July
"Consideration of Report of Portfolio Committee on Employment and Labour on First Quarterly Report regarding performance of Department of Employment and Labour and entities in meeting strategic objectives for 2019/20 (Announcements, Tablings and Committee Reports, 18 June 2020, p 81).","Oorweging van Verslag van Portefeuljekomitee oor Indiensneming en Arbeid oor First Quarterly Report regarding performance of Department of Employment and Labour and entities in meeting strategic objectives for 2019/20 (Aankondigings, Tertafelleggings en Komiteeverslae, 18 Junie 2020, bl 81).",July
"Consideration of Report of Portfolio Committee on Employment and Labour on Third Quarterly Report regarding performance of Department of Employment and Labour and entities in meeting strategic objectives for 2018/19 (Announcements, Tablings and Committee Reports, 18 June 2020, p 12).","Oorweging van Verslag van Portefeuljekomitee oor Indiensneming en Arbeid oor Third Quarterly Report regarding performance of Department of Employment and Labour and entities in meeting strategic objectives for 2018/19 (Aankondigings, Tertafelleggings en Komiteeverslae, 18 Junie 2020, bl 12).",July
"Consideration of Report of Portfolio Committee on Employment and Labour on Oversight visit to Compensation Fund Head-Quarters (Announcements, Tablings and Committee Reports, 18 June 2020, p 3).","Oorweging van Verslag van Portefeuljekomitee oor Indiensneming en Arbeid oor Oversight visit to Compensation Fund Head-Quarters (Aankondigings, Tertafelleggings en Komiteeverslae, 18 Junie 2020, bl 3).",July
"Consideration of Report of Portfolio Committee on Trade and Industry on Departments of Trade and Industry and of Economic Development’s Third Quarter Financial and Non-financial Performance for 2019/20 financial year (Announcements, Tablings and Committee Reports, 19 May 2020, p 3).","Oorweging van Verslag van Portefeuljekomitee oor Handel en Nywerheid oor Departments of Trade and Industry and of Economic Development’s Third Quarter Financial and Non-financial Performance for 2019/20 financial year (Aankondigings, Tertafelleggings en Komiteeverslae, 19 Mei 2020, bl 3).",July
"Consideration of Report of Portfolio Committee on International Relations and Cooperation on Oversight visit on pilot project for acquisition of office accommodation for South African Permanent Mission to United Nations and Consulate-General in New York, United States of America (Announcements, Tablings and Committee Reports, 16 March 2020, p 11).","Oorweging van Verslag van Portefeuljekomitee oor Internasionale Betrekkinge en Samewerking oor Oversight visit on pilot project for acquisition of office accommodation for South African Permanent Mission to United Nations and Consulate-General in New York, United States of America (Aankondigings, Tertafelleggings en Komiteeverslae, 16 Maart 2020, bl 11).",July
"Decision of Question on Report of Portfolio Committee on Higher Education, Science and Technology on 2019/20 First Quarter financial and service delivery performance report of Department of Higher Education and Training (Announcements, Tablings and Committee Reports, 5 December 2019, p 64).","Besluit oor Vraag oor Verslag van Portefeuljekomitee oor Hoër Onderwys, Wetenskap en Tegnologie oor 2019/20 First Quarter financial and service delivery performance report of Department of Higher Education and Training (Aankondigings, Tertafelleggings en Komiteeverslae, 5 Desember 2019, bl 64).",July
"Consideration of Report of Portfolio Committee Public Service and Administration on Second and Third quarter performance of 2019/20 financial year: Department Public Service and Administration, Entities and Public Service Commission (Announcements, Tablings and Committee Reports, 11 March 2020, p 30).","Oorweging van Verslag van Portefeuljekomitee oor Staatsdiens en Administrasie oor Second and Third quarter performance of 2019/20 financial year: Department Public Service and Administration, Entities and Public Service Commission (Aankondigings, Tertafelleggings en Komiteeverslae, 11 Maart 2020, bl 30).",July
"Consideration of Report of Portfolio Committee Public Service and Administration on Second and Third quarter performance of 2019/20 financial year: Statistics South Africa (Announcements, Tablings and Committee Reports, 11 March 2020, p 23).","Oorweging van Verslag van Portefeuljekomitee oor Staatsdiens en Administrasie oor Second and Third quarter performance of 2019/20 financial year: Statistics South Africa (Aankondigings, Tertafelleggings en Komiteeverslae, 11 Maart 2020, bl 23).",July
"Consideration of Report of Portfolio Committee Public Service and Administration on Second and Third quarter performance of 2019/20 financial year: Department of Planning, Monitoring and Evaluation and Brand South Africa (Announcements, Tablings and Committee Reports, 11 March 2020, p 15).","Oorweging van Verslag van Portefeuljekomitee oor Staatsdiens en Administrasie oor Second and Third quarter performance of 2019/20 financial year: Department of Planning, Monitoring and Evaluation and Brand South Africa (Aankondigings, Tertafelleggings en Komiteeverslae, 11 Maart 2020, bl 15).",July
"Consideration of Report of Portfolio Committee on Basic Education on oversight visit to Capricorn and Sekhukhune Education Districts, Limpopo Province (Announcements, Tablings and Committee Reports, 26 February 2020, p 6).","Oorweging van Verslag van Portefeuljekomitee oor Basiese Onderwys oor oversight visit to Capricorn and Sekhukhune Education Districts, Limpopo Province (Aankondigings, Tertafelleggings en Komiteeverslae, 26 Februarie 2020, bl 6).",July
"Consideration of Report of Portfolio Committee on Basic Education on Submission from the Griqua People’s Heritage on the lack of a Primary School (Announcements, Tablings and Committee Reports, 11 February 2020, p 5).","Oorweging van Verslag van Portefeuljekomitee oor Basiese Onderwys oor Submission from the Griqua People’s Heritage on the lack of a Primary School (Aankondigings, Tertafelleggings en Komiteeverslae, 11 Februarie 2020, bl 5).",July
"Consideration of Report of Joint Standing Committee on Financial Management of Parliament on Parliament of Republic of South Africa’s performance in first quarter of 2019/20 (Announcements, Tablings and Committee Reports, 9 December 2019, p 20).","Oorweging van Verslag van Gesamentlike Staande Komitee oor Finansiële Bestuur van Parlement oor Parliament of Republic of South Africa’s performance in first quarter of 2019/20 (Aankondigings, Tertafelleggings en Komiteeverslae, 9 Desember 2019, bl 20).",July
"Consideration of Report of Joint Standing Committee on Financial Management of Parliament on Parliament of Republic of South Africa’s 2018/19 Annual Report (Announcements, Tablings and Committee Reports, 9 December 2019, p 5).","Oorweging van Verslag van Gesamentlike Staande Komitee oor Finansiële Bestuur van Parlement oor Parliament of Republic of South Africa’s 2018/19 Annual Report (Aankondigings, Tertafelleggings en Komiteeverslae, 9 Desember 2019, bl 5).",July
"Consideration of Report of Portfolio Committee on Higher Education, Science and Technology on 2018/19 Annual Reports of National Skills Fund and Sector Education and Training Authorities (Announcements, Tablings and Committee Reports, 5 December 2019, p 24).","Oorweging van Verslag van Portefeuljekomitee oor Hoër Onderwys, Wetenskap en Tegnologie oor 2018/19 Annual Reports of National Skills Fund and Sector Education and Training Authorities (Aankondigings, Tertafelleggings en Komiteeverslae, 5 Desember 2019, bl 24).",July
"Consideration of Report of Portfolio Committee on Trade and Industry on Departments of Trade and Industry and of Economic Development’s Second Quarter Financial and Non-financial Performance for 2019/20 financial year (Announcements, Tablings and Committee Reports, 5 December 2019, p 4).","Oorweging van Verslag van Portefeuljekomitee oor Handel en Nywerheid oor Departments of Trade and Industry and of Economic Development’s Second Quarter Financial and Non-financial Performance for 2019/20 financial year (Aankondigings, Tertafelleggings en Komiteeverslae, 5 Desember 2019, bl 4).",July
"Consideration of Report of Standing Committee on Auditor-General on Integrated Annual Report of Auditor-General for financial year 2018/19 (Announcements, Tablings and Committee Reports, 4 December 2019, p 3).","Oorweging van Verslag van Staande Komitee oor Ouditeur-generaal oor Integrated Annual Report of Auditor-General for financial year 2018/19 (Aankondigings, Tertafelleggings en Komiteeverslae, 4 Desember 2019, bl 3).",July
MOTIONS (Notice given previously):,VOORSTELLE (Kennis voorheen gegee):,July
"See p 94-96 (Ms R C Adams, Mr S Ngcobo, Ms M S Khawula, Ms N G Adoons, Mr S L Ngcobo, Ms T Breedt, Ms T Mgweba, Mr W M Thring, Mr N L S Kwankwa, Mr M L Shelembe, Mrs E N Ntlangwini, Ms F A Masiko, Mr S H Mbuyane, Ms A S Hlongo, M.Gen O S Terblanche, Mr M G E Hendricks, Mr T S Mpanza, Mr P P Keetse, Ms R C Adams).","Kyk bl 94-96 (me R C Adams, mnr S Ngcobo, me M S Khawula, me N G Adoons, mnr S L Ngcobo, me T Breedt, me T Mgweba, mnr W M Thring, mnr N L S Kwankwa, mnr M L Shelembe, mev E N Ntlangwini, me F A Masiko, mnr S H Mbuyane, me A S Hlongo, maj-gen O S Terblanche, mnr M G E Hendricks, mnr T S Mpanza, mnr P P Keetse, me R C Adams).",July
MOTIONS (Notice given on 26 June 2020):,VOORSTELLE (Kennis gegee op 26 Junie 2020):,July
Subject for discussion (Mr K J Mileham): The impending shortage of diesel in the Republic and the dire consequences this will have on the country’s ailing economy and food security.,Onderwerp vir bespreking (mnr K J Mileham): Die dreigende tekort aan diesel in die Republiek en die ernstige gevolge wat dit op die kwynende ekonomie en voedselsekerheid van die land sal hê.,July
APPENDIXES,AANHANGSELS,July
PETITIONS REFERRED TO COMMITTEES,PETISIES NA KOMITEES VERWYS,July
"Petition from the residents of the City of Ekurhuleni, calling on the Assembly to investigate the chronic inadequate refuse removal services in their area (Ms H Ismail) – (Portfolio Committee on Cooperative Governance and Traditional Affairs – National Assembly).","Petition from the residents of the City of Ekurhuleni, calling on the Assembly to investigate the chronic inadequate refuse removal services in their area (Ms H Ismail) – (Portefeuljekomitee oor Samewerkende Regering en Tradisionele Sake – Nasionale Vergadering).",July
"Petition from the residents of Kokomeng and neighbouring villages, calling on the Assembly to investigate and prioritize the re-opening of the Kokomeng police station (Mr I S Seitlholo) – (Portfolio Committee on Police – National Assembly).","Petition from the residents of Kokomeng and neighbouring villages, calling on the Assembly to investigate and prioritize the re-opening of the Kokomeng police station (Mr I S Seitlholo) – (Portefeuljekomitee oor Polisie – Nasionale Vergadering).",July
